subject,condition,studyResp,studyResp2,studyResp3,named,afc,whichItem,trial
1,1,99999,99999,99999,1,1,90,140
1,2,3,3,NaN,1,1,142,141
1,4,3,3,3,1,1,68,142
1,2,3,NaN,3,0,0,67,143
1,1,99999,99999,99999,0,0,134,144
1,1,99999,99999,99999,1,1,97,145
1,3,0,1,0,1,1,112,146
1,1,99999,99999,99999,0,0,130,147
1,3,0,3,1,0,0,115,148
1,4,3,3,3,1,1,25,149
1,4,3,3,3,0,0,106,150
1,2,3,3,3,0,0,132,151
1,2,3,NaN,NaN,1,0,8,152
1,1,99999,99999,99999,0,0,160,153
1,3,0,0,0,0,0,118,154
1,4,3,3,3,0,0,105,155
1,4,3,3,3,0,1,85,156
1,2,3,3,3,0,0,120,157
1,3,1,0,0,1,1,37,158
1,1,99999,99999,99999,1,1,151,159
1,2,3,NaN,NaN,0,0,153,160
1,4,3,3,3,0,0,187,161
1,3,1,NaN,1,0,0,83,162
1,1,99999,99999,99999,0,0,152,163
1,1,99999,99999,99999,1,1,33,164
1,2,3,NaN,NaN,0,0,45,165
1,2,3,NaN,3,0,1,111,166
1,3,1,NaN,3,1,1,79,167
1,4,3,3,3,0,0,56,168
1,1,99999,99999,99999,1,1,157,169
1,3,1,3,1,0,1,22,170
1,3,1,0,1,1,1,59,171
1,4,3,3,3,1,1,99,172
1,1,99999,99999,99999,0,1,158,173
1,2,3,3,3,1,1,165,174
1,4,3,3,3,1,1,2,175
1,2,3,NaN,3,1,1,125,176
1,2,NaN,3,3,1,1,23,177
1,3,1,0,0,0,0,141,178
1,4,3,3,3,0,1,113,179
1,1,99999,99999,99999,1,1,179,180
1,1,99999,99999,99999,0,0,107,181
1,4,1,3,0,0,0,91,182
1,3,1,0,0,0,0,28,183
1,2,3,3,3,0,0,161,184
1,2,3,3,3,0,0,53,185
1,2,3,3,3,1,0,163,186
1,1,99999,99999,99999,0,1,64,187
1,4,3,3,3,0,1,76,188
1,1,99999,99999,99999,0,1,177,189
1,4,1,3,3,1,0,82,190
1,3,1,0,0,0,0,137,191
1,3,3,3,0,0,0,155,192
2,4,3,3,3,1,1,156,1
2,4,3,3,3,0,1,66,2
2,1,99999,99999,99999,1,0,148,3
2,1,99999,99999,99999,0,1,13,4
2,3,0,0,0,0,1,128,5
2,3,1,0,0,1,1,48,6
2,2,3,3,3,0,1,36,7
2,2,3,3,3,1,1,14,8
2,4,3,3,3,1,0,95,9
2,2,3,3,3,0,0,139,10
2,1,99999,99999,99999,1,1,16,11
2,1,99999,99999,99999,0,1,55,12
2,4,3,3,3,0,1,150,13
2,2,3,3,3,0,1,46,14
2,3,1,1,1,0,1,143,15
2,3,0,0,0,0,1,65,16
2,3,1,2,1,1,1,17,17
2,4,3,3,3,1,1,44,18
2,1,99999,99999,99999,1,1,186,19
2,2,3,3,3,0,1,103,20
2,1,99999,99999,99999,1,1,123,21
2,4,3,3,3,1,0,140,22
2,3,1,1,1,1,1,88,23
2,2,3,3,3,1,1,122,24
2,3,0,1,1,0,0,40,25
2,3,0,0,0,0,0,168,26
2,2,3,3,3,0,1,11,27
2,4,1,2,2,0,1,144,28
2,1,99999,99999,99999,1,1,188,29
2,2,3,3,3,1,1,32,30
2,4,3,3,3,0,0,43,31
2,1,99999,99999,99999,1,1,62,32
2,3,3,3,3,1,1,121,33
2,4,3,3,3,1,1,109,34
2,1,99999,99999,99999,0,1,3,35
2,2,3,3,3,0,1,171,36
2,2,3,3,3,1,1,96,37
2,1,99999,99999,99999,0,1,98,38
2,4,3,2,3,1,0,181,39
2,3,1,1,1,0,1,162,40
2,4,3,3,3,0,1,184,41
2,2,3,3,3,0,1,173,42
2,1,99999,99999,99999,0,0,6,43
2,1,99999,99999,99999,1,1,78,44
2,3,1,1,2,0,0,61,45
2,2,3,3,3,1,1,81,46
2,3,1,1,1,0,1,159,47
2,4,2,2,2,0,1,108,48
2,1,99999,99999,99999,0,1,126,49
2,4,3,3,3,1,1,12,50
2,3,3,1,1,0,1,178,51
2,2,3,3,3,0,1,71,52
2,3,0,0,1,1,1,31,53
2,1,99999,99999,99999,0,1,18,54
2,2,3,3,3,0,1,180,55
2,4,3,3,3,0,0,172,56
2,3,1,1,1,0,0,47,57
2,4,3,3,3,1,1,10,58
2,1,99999,99999,99999,0,1,39,59
2,2,3,3,3,1,1,20,60
2,1,99999,99999,99999,0,1,167,61
2,4,3,3,3,1,1,170,62
2,2,3,3,3,0,1,182,63
2,3,1,1,1,1,1,84,64
2,4,3,3,3,1,1,5,65
2,3,0,1,1,0,1,4,66
2,1,99999,99999,99999,0,1,94,67
2,4,3,3,3,1,0,119,68
2,2,3,3,3,0,1,117,69
2,1,99999,99999,99999,1,1,30,70
2,2,3,3,3,0,1,136,71
2,3,1,1,1,0,1,70,72
2,4,3,3,3,1,1,49,73
2,1,99999,99999,99999,1,1,69,74
2,3,0,1,1,0,1,34,75
2,2,3,3,3,0,1,135,76
2,1,99999,99999,99999,1,1,92,77
2,3,1,1,3,0,0,87,78
2,2,3,3,3,0,1,116,79
2,4,3,3,3,1,1,7,80
2,2,3,3,3,1,1,154,81
2,4,3,3,3,0,1,166,82
2,2,3,3,3,1,1,15,83
2,1,99999,99999,99999,0,0,169,84
2,1,99999,99999,99999,1,1,77,85
2,4,3,3,3,0,0,124,86
2,3,0,0,0,0,1,52,87
2,3,1,1,1,1,1,29,88
2,1,99999,99999,99999,0,0,21,89
2,1,99999,99999,99999,1,1,63,90
2,2,3,3,3,0,1,176,91
2,4,3,3,3,1,0,129,92
2,2,3,3,3,0,0,145,93
2,3,2,3,2,0,0,86,94
2,4,3,3,3,1,0,100,95
2,3,1,2,1,0,1,26,96
2,1,99999,99999,99999,0,1,54,97
2,3,2,3,1,0,1,24,98
2,2,3,3,3,1,1,101,99
2,1,99999,99999,99999,0,0,80,100
2,3,0,1,0,1,1,127,101
2,4,3,3,3,1,0,35,102
2,4,3,3,3,0,1,72,103
2,2,3,3,3,0,1,131,104
2,3,0,0,0,1,1,138,105
2,2,3,3,3,1,1,75,106
2,1,99999,99999,99999,1,1,164,107
2,3,1,1,1,1,1,27,108
2,4,3,3,3,0,1,38,109
2,1,99999,99999,99999,1,1,50,110
2,4,3,3,3,1,1,89,111
2,2,3,3,3,0,1,174,112
2,4,3,3,3,1,1,42,113
2,1,99999,99999,99999,1,1,192,114
2,3,1,2,2,0,1,185,115
2,2,3,3,3,0,1,190,116
2,4,3,3,3,1,1,114,117
2,1,99999,99999,99999,0,0,110,118
2,2,3,3,3,1,1,189,119
2,3,2,3,2,1,1,74,120
2,3,1,3,3,0,1,58,121
2,1,99999,99999,99999,1,1,133,122
2,2,3,3,3,0,0,93,123
2,3,1,3,3,0,0,183,124
2,4,3,3,3,0,1,51,125
2,2,3,3,3,0,1,19,126
2,4,2,2,3,0,1,41,127
2,1,99999,99999,99999,0,1,102,128
2,2,3,3,3,0,1,73,129
2,1,99999,99999,99999,1,1,104,130
2,3,0,1,1,0,1,149,131
2,2,3,3,3,1,1,147,132
2,4,3,3,3,0,0,9,133
2,1,99999,99999,99999,1,1,60,134
2,4,2,2,3,1,1,175,135
2,3,0,0,1,1,1,57,136
2,4,3,3,3,1,1,142,137
2,2,3,3,3,0,1,68,138
2,2,3,3,3,0,0,146,139
2,1,99999,99999,99999,0,1,1,140
2,3,1,2,2,1,1,90,141
2,4,3,3,3,1,1,67,142
2,3,1,1,1,0,1,134,143
2,1,99999,99999,99999,0,1,191,144
2,4,3,3,3,0,0,132,145
2,2,3,3,3,1,1,25,146
2,2,3,3,3,0,1,106,147
2,3,0,0,1,0,1,130,148
2,3,2,2,2,1,1,97,149
2,1,99999,99999,99999,1,1,112,150
2,4,3,3,3,1,1,8,151
2,1,99999,99999,99999,0,1,115,152
2,3,0,0,1,0,1,160,153
2,4,2,3,3,0,1,153,154
2,3,1,2,2,1,1,151,155
2,2,3,3,3,0,1,105,156
2,1,99999,99999,99999,1,1,37,157
2,2,3,3,3,0,1,85,158
2,1,99999,99999,99999,0,1,118,159
2,4,3,3,3,0,0,120,160
2,1,99999,99999,99999,1,1,79,161
2,2,3,3,3,0,0,187,162
2,3,0,0,0,0,1,33,163
2,4,2,2,2,0,1,45,164
2,1,99999,99999,99999,0,1,83,165
2,2,3,3,3,0,1,56,166
2,4,2,2,2,0,1,111,167
2,3,0,2,1,0,0,152,168
2,2,3,3,3,1,1,99,169
2,1,99999,99999,99999,1,1,22,170
2,2,3,3,3,1,1,2,171
2,3,0,0,0,0,1,158,172
2,1,99999,99999,99999,0,0,59,173
2,4,2,3,3,1,1,125,174
2,4,3,3,3,1,1,165,175
2,3,0,0,2,1,1,157,176
2,4,3,3,3,1,1,161,177
2,3,2,3,2,0,1,107,178
2,2,3,3,3,0,1,113,179
2,2,3,3,3,0,0,91,180
2,4,3,3,2,1,1,23,181
2,3,3,3,3,0,0,179,182
2,1,99999,99999,99999,1,1,28,183
2,1,99999,99999,99999,0,0,141,184
2,4,3,3,3,1,1,163,185
2,4,2,2,2,0,1,53,186
2,2,3,3,3,0,0,76,187
2,1,99999,99999,99999,0,1,137,188
2,3,1,1,0,0,1,177,189
2,1,99999,99999,99999,0,0,155,190
2,2,2,3,3,0,1,82,191
2,3,3,3,3,0,1,64,192
3,4,3,3,3,1,1,95,1
3,1,99999,99999,99999,1,1,55,2
3,3,2,3,3,0,0,65,3
3,3,2,2,1,0,1,143,4
3,4,3,3,3,0,0,150,5
3,2,3,3,3,1,0,139,6
3,1,99999,99999,99999,0,1,16,7
3,2,3,3,3,0,1,46,8
3,4,2,2,2,0,1,156,9
3,3,2,2,2,1,1,48,10
3,3,2,2,1,0,0,128,11
3,1,99999,99999,99999,0,1,13,12
3,1,99999,99999,99999,1,1,148,13
3,2,3,3,3,1,1,36,14
3,2,3,3,3,0,1,14,15
3,4,3,3,3,0,0,66,16
3,3,1,1,1,0,1,40,17
3,1,99999,99999,99999,0,1,62,18
3,4,3,3,3,1,1,43,19
3,1,99999,99999,99999,0,1,188,20
3,4,1,2,3,1,1,144,21
3,2,3,3,3,0,1,11,22
3,3,1,2,1,0,0,168,23
3,2,3,3,3,1,0,32,24
3,1,99999,99999,99999,0,1,186,25
3,1,99999,99999,99999,0,1,123,26
3,4,3,3,3,1,1,140,27
3,4,3,3,3,1,1,44,28
3,2,3,3,3,1,1,103,29
3,3,2,2,2,1,1,17,30
3,2,3,3,3,1,1,122,31
3,3,2,2,1,0,1,88,32
3,4,NaN,3,3,1,1,184,33
3,1,99999,99999,99999,1,1,6,34
3,2,3,3,3,1,1,81,35
3,2,3,3,3,0,0,173,36
3,4,2,2,1,0,0,108,37
3,3,1,1,1,0,1,159,38
3,1,99999,99999,99999,1,1,78,39
3,3,1,2,2,1,0,61,40
3,4,2,2,3,1,1,181,41
3,3,1,2,1,0,1,162,42
3,2,3,3,3,1,1,96,43
3,4,3,3,3,1,1,109,44
3,1,99999,99999,99999,0,0,3,45
3,3,NaN,1,1,1,1,121,46
3,1,99999,99999,99999,0,0,98,47
3,2,3,3,3,0,1,171,48
3,3,1,3,3,0,0,47,49
3,1,99999,99999,99999,0,0,167,50
3,1,99999,99999,99999,0,0,39,51
3,4,3,3,3,1,1,170,52
3,2,3,3,3,0,1,20,53
3,2,3,3,3,1,1,182,54
3,4,3,3,3,0,0,10,55
3,3,3,3,3,1,1,84,56
3,2,3,3,3,0,0,180,57
3,3,3,3,3,1,1,31,58
3,1,99999,99999,99999,0,1,126,59
3,4,3,3,3,0,0,172,60
3,2,3,3,3,0,1,71,61
3,4,3,3,3,1,1,12,62
3,3,2,3,2,0,0,178,63
3,1,99999,99999,99999,0,1,18,64
3,4,3,3,2,1,1,49,65
3,1,99999,99999,99999,1,0,69,66
3,3,2,3,2,0,1,34,67
3,3,2,2,2,0,0,87,68
3,2,3,3,3,0,1,116,69
3,4,2,2,2,1,1,7,70
3,2,3,3,3,0,0,135,71
3,1,99999,99999,99999,1,1,92,72
3,1,99999,99999,99999,1,1,30,73
3,4,3,3,3,1,1,5,74
3,4,3,3,3,1,1,119,75
3,3,1,1,1,0,0,4,76
3,1,99999,99999,99999,0,1,94,77
3,2,3,3,3,0,1,136,78
3,2,3,3,3,0,1,117,79
3,3,1,1,1,0,1,70,80
3,3,1,1,1,0,1,26,81
3,2,3,3,3,0,0,145,82
3,3,1,2,1,0,0,86,83
3,1,99999,99999,99999,0,0,63,84
3,4,3,3,3,1,0,129,85
3,4,2,2,2,0,0,100,86
3,2,3,3,3,1,0,176,87
3,1,99999,99999,99999,0,0,21,88
3,2,3,3,3,0,0,15,89
3,1,99999,99999,99999,0,0,169,90
3,4,3,3,3,0,1,166,91
3,1,99999,99999,99999,1,1,77,92
3,2,3,3,NaN,1,1,154,93
3,3,2,3,1,0,0,52,94
3,4,2,1,1,1,1,124,95
3,3,1,2,1,0,1,29,96
3,2,3,3,3,0,1,174,97
3,3,2,2,1,1,1,27,98
3,1,99999,99999,99999,0,1,164,99
3,3,1,1,2,1,1,138,100
3,4,2,2,2,1,1,89,101
3,4,3,3,3,1,1,38,102
3,2,3,3,3,0,1,75,103
3,1,99999,99999,99999,0,0,50,104
3,3,1,2,1,0,0,127,105
3,2,3,3,3,0,0,101,106
3,4,3,3,3,1,1,35,107
3,2,3,3,3,1,1,131,108
3,4,2,2,2,0,0,72,109
3,3,1,1,NaN,0,0,24,110
3,1,99999,99999,99999,0,1,54,111
3,1,99999,99999,99999,0,0,80,112
3,1,99999,99999,99999,0,1,102,113
3,2,3,3,3,0,0,93,114
3,4,3,3,3,1,1,41,115
3,3,3,3,3,0,1,183,116
3,1,99999,99999,99999,0,0,133,117
3,2,NaN,3,3,0,1,19,118
3,4,3,3,3,0,0,51,119
3,3,2,3,3,0,0,58,120
3,2,3,3,3,1,1,190,121
3,2,3,3,3,0,0,189,122
3,3,1,1,3,0,0,185,123
3,4,3,2,3,0,0,42,124
3,3,3,3,3,1,1,74,125
3,1,99999,99999,99999,0,0,110,126
3,1,99999,99999,99999,1,1,192,127
3,4,2,2,2,1,1,114,128
3,1,99999,99999,99999,0,0,1,129
3,4,2,2,3,1,0,142,130
3,2,3,3,3,1,0,68,131
3,3,2,2,2,1,0,90,132
3,1,99999,99999,99999,1,0,191,133
3,4,3,3,3,1,0,67,134
3,2,3,3,3,1,1,146,135
3,3,1,2,1,0,1,134,136
3,1,99999,99999,99999,0,0,60,137
3,3,1,1,1,0,0,57,138
3,2,3,3,3,1,1,147,139
3,2,3,3,3,0,0,73,140
3,4,3,3,3,1,1,175,141
3,3,1,1,2,1,1,149,142
3,4,3,NaN,3,0,0,9,143
3,1,99999,99999,99999,1,0,104,144
3,2,3,3,3,0,1,105,145
3,4,1,1,1,0,0,120,146
3,3,NaN,1,1,0,0,160,147
3,1,99999,99999,99999,1,1,37,148
3,4,1,1,1,0,0,153,149
3,1,99999,99999,99999,0,1,118,150
3,3,1,1,1,0,0,151,151
3,2,NaN,3,1,0,0,85,152
3,4,1,1,1,0,0,132,153
3,2,3,3,3,0,0,106,154
3,1,99999,99999,99999,0,1,115,155
3,3,1,2,1,1,1,97,156
3,2,3,3,3,1,1,25,157
3,4,1,1,3,1,1,8,158
3,3,NaN,1,1,0,1,130,159
3,1,99999,99999,99999,1,1,112,160
3,4,2,2,2,0,1,125,161
3,1,99999,99999,99999,0,0,59,162
3,4,NaN,NaN,1,0,0,165,163
3,3,0,2,1,0,1,157,164
3,2,3,3,3,0,1,99,165
3,2,3,NaN,NaN,0,0,2,166
3,1,99999,99999,99999,0,1,22,167
3,3,1,1,1,0,1,158,168
3,4,1,1,NaN,0,0,45,169
3,3,1,1,NaN,0,0,152,170
3,4,1,2,1,0,1,111,171
3,1,99999,99999,99999,0,1,83,172
3,2,3,NaN,3,0,1,187,173
3,3,NaN,NaN,1,0,0,33,174
3,2,3,3,NaN,0,1,56,175
3,1,99999,99999,99999,1,1,79,176
3,1,99999,99999,99999,0,0,155,177
3,2,3,3,NaN,0,0,82,178
3,3,3,2,2,0,1,64,179
3,4,3,2,2,1,1,163,180
3,3,1,NaN,NaN,0,1,177,181
3,4,2,2,2,0,1,53,182
3,1,99999,99999,99999,0,0,137,183
3,2,3,NaN,2,0,1,76,184
3,3,2,1,2,0,1,179,185
3,4,1,NaN,NaN,1,1,161,186
3,1,99999,99999,99999,0,0,141,187
3,4,1,NaN,2,1,1,23,188
3,2,3,NaN,2,0,0,91,189
3,2,3,NaN,2,0,1,113,190
3,1,99999,99999,99999,1,1,28,191
3,3,1,1,2,0,0,107,192
4,2,3,3,3,0,0,187,1
4,1,99999,99999,99999,1,1,156,2
4,4,3,3,3,1,1,39,3
4,3,1,0,1,1,1,144,4
4,1,99999,99999,99999,0,0,52,5
4,3,1,2,2,0,1,121,6
4,4,3,3,3,0,1,15,7
4,2,3,3,3,0,1,111,8
4,3,1,2,2,0,0,140,9
4,4,3,3,3,1,1,18,10
4,4,2,3,3,0,0,145,11
4,2,3,3,3,0,0,2,12
4,2,3,3,3,1,1,125,13
4,1,99999,99999,99999,0,1,26,14
4,3,2,3,2,0,1,61,15
4,1,99999,99999,99999,0,1,150,16
4,2,3,3,3,1,1,109,17
4,4,2,3,3,0,1,169,18
4,3,1,1,1,0,1,184,19
4,4,3,3,3,0,0,87,20
4,1,99999,99999,99999,0,1,95,21
4,2,3,3,3,1,1,50,22
4,3,1,2,2,1,1,62,23
4,1,99999,99999,99999,0,0,135,24
4,3,1,1,1,0,1,123,25
4,4,2,2,2,0,1,21,26
4,2,3,3,3,0,0,80,27
4,1,99999,99999,99999,0,1,66,28
4,1,99999,99999,99999,0,1,117,29
4,4,3,3,3,0,1,70,30
4,3,2,2,2,0,1,181,31
4,2,3,3,3,0,0,108,32
4,4,3,3,3,1,1,7,33
4,2,3,3,3,0,1,159,34
4,4,3,3,3,0,0,34,35
4,3,1,1,1,0,0,190,36
4,2,3,3,3,0,1,86,37
4,1,99999,99999,99999,1,1,48,38
4,1,99999,99999,99999,0,1,63,39
4,3,1,2,2,0,1,179,40
4,3,1,1,1,0,0,93,41
4,2,3,3,3,0,0,162,42
4,2,3,3,3,0,1,29,43
4,4,2,2,3,1,1,119,44
4,1,99999,99999,99999,0,1,77,45
4,1,99999,99999,99999,0,1,65,46
4,3,1,1,1,1,1,177,47
4,4,1,2,3,1,1,4,48
4,1,99999,99999,99999,0,1,100,49
4,2,3,3,3,1,1,189,50
4,3,1,1,1,0,1,56,51
4,4,2,2,2,0,1,11,52
4,3,2,2,2,0,0,58,53
4,2,3,3,3,0,1,126,54
4,4,2,3,3,1,1,27,55
4,1,99999,99999,99999,0,1,178,56
4,2,3,3,3,0,1,19,57
4,1,99999,99999,99999,0,0,124,58
4,1,99999,99999,99999,0,1,84,59
4,3,1,1,1,0,1,99,60
4,4,2,3,3,0,1,103,61
4,3,3,3,3,0,1,74,62
4,4,3,3,3,0,1,24,63
4,2,3,3,3,0,0,167,64
4,4,2,2,3,1,0,94,65
4,3,1,2,2,1,1,98,66
4,1,99999,99999,99999,1,1,75,67
4,2,3,3,3,0,1,136,68
4,3,2,3,3,1,1,97,69
4,4,1,2,3,1,1,112,70
4,2,3,3,3,0,1,3,71
4,1,99999,99999,99999,0,1,133,72
4,1,99999,99999,99999,1,1,192,73
4,3,1,2,2,1,1,78,74
4,4,3,3,3,1,1,37,75
4,2,3,3,3,0,1,6,76
4,3,2,3,3,1,1,151,77
4,4,3,3,3,1,1,92,78
4,1,99999,99999,99999,1,1,101,79
4,2,3,3,3,0,1,116,80
4,1,99999,99999,99999,0,1,57,81
4,2,3,3,3,0,1,82,82
4,4,3,3,3,0,1,17,83
4,4,3,3,3,0,1,28,84
4,1,99999,99999,99999,0,0,9,85
4,3,1,1,1,0,0,180,86
4,2,3,3,3,0,1,69,87
4,3,1,3,1,0,1,131,88
4,4,2,3,3,0,0,168,89
4,2,3,3,3,1,0,30,90
4,2,3,3,3,0,1,91,91
4,4,3,3,3,1,1,137,92
4,1,99999,99999,99999,0,1,90,93
4,3,1,1,1,0,1,182,94
4,1,99999,99999,99999,0,1,142,95
4,3,1,1,1,0,1,174,96
4,4,2,3,3,1,1,122,97
4,2,3,3,3,1,1,104,98
4,3,1,2,3,0,1,47,99
4,1,99999,99999,99999,1,1,16,100
4,4,3,3,3,1,1,188,101
4,2,3,3,3,1,1,113,102
4,3,1,1,1,1,0,89,103
4,1,99999,99999,99999,1,1,114,104
4,3,1,1,1,0,1,31,105
4,1,99999,99999,99999,1,1,13,106
4,1,99999,99999,99999,0,1,51,107
4,2,3,3,3,0,1,76,108
4,3,1,1,1,0,1,72,109
4,4,1,2,2,0,1,32,110
4,2,2,3,3,0,1,1,111
4,4,3,3,3,0,1,186,112
4,1,99999,99999,99999,0,1,139,113
4,3,3,3,3,0,1,60,114
4,3,1,1,1,0,1,40,115
4,4,3,3,3,0,0,73,116
4,1,99999,99999,99999,0,1,165,117
4,4,2,2,2,0,0,102,118
4,2,3,3,3,0,1,54,119
4,2,3,3,3,0,1,158,120
4,3,3,3,3,1,1,191,121
4,3,2,2,3,1,1,88,122
4,1,99999,99999,99999,0,1,45,123
4,2,3,3,3,0,0,152,124
4,2,3,3,3,1,1,164,125
4,4,3,3,3,0,0,110,126
4,4,3,3,3,1,1,68,127
4,1,99999,99999,99999,0,1,14,128
4,4,3,3,3,1,1,170,129
4,1,99999,99999,99999,0,1,118,130
4,2,3,3,3,0,0,20,131
4,4,2,3,3,1,1,41,132
4,3,1,0,1,0,0,67,133
4,1,99999,99999,99999,1,1,138,134
4,2,3,3,3,0,1,120,135
4,3,1,1,1,0,1,106,136
4,1,99999,99999,99999,1,1,115,137
4,3,1,1,1,0,1,105,138
4,4,2,2,3,0,1,172,139
4,4,3,3,3,0,0,42,140
4,2,3,3,3,0,1,71,141
4,3,0,1,1,1,1,175,142
4,2,3,3,3,0,0,132,143
4,1,99999,99999,99999,1,1,127,144
4,2,3,3,3,0,0,185,145
4,1,99999,99999,99999,0,0,155,146
4,4,1,3,3,0,1,173,147
4,1,99999,99999,99999,0,1,46,148
4,4,2,2,2,0,0,163,149
4,2,3,3,3,1,1,79,150
4,3,3,3,3,1,1,129,151
4,3,2,2,2,0,1,96,152
4,4,3,3,3,0,1,171,153
4,4,3,3,3,0,1,161,154
4,3,2,3,3,0,1,166,155
4,2,3,3,3,0,0,59,156
4,1,99999,99999,99999,0,1,36,157
4,1,99999,99999,99999,0,0,141,158
4,2,3,3,3,0,1,183,159
4,3,1,2,3,0,1,81,160
4,4,1,1,1,0,1,53,161
4,3,2,2,3,1,1,85,162
