subject,condition,named,afc,whichItem,trial
3,3,1,1,131,96
3,1,0,0,58,97
3,2,1,1,60,98
3,4,0,1,90,99
3,3,1,1,188,100
3,1,0,1,117,101
3,4,0,1,53,102
3,2,1,1,172,103
3,3,0,0,145,104
3,4,1,1,23,105
3,3,1,1,15,106
3,1,1,1,74,107
3,3,1,1,186,108
3,2,1,1,170,109
3,1,0,0,135,110
3,4,1,1,57,111
3,2,0,1,191,112
3,3,1,1,73,113
3,1,1,1,144,114
3,4,0,1,159,115
3,2,1,1,151,116
3,2,1,1,81,117
3,4,0,1,39,118
3,3,1,1,8,119
3,1,1,1,157,120
3,3,1,1,68,121
3,1,1,0,140,122
3,3,0,0,153,123
3,4,0,0,162,124
3,4,1,1,18,125
3,1,1,0,33,126
3,2,1,0,97,127
3,2,1,1,96,128
4,4,0,0,107,1
4,4,1,1,177,2
4,3,0,0,118,3
4,1,1,0,124,4
4,1,0,1,161,5
4,2,0,0,86,6
4,2,0,0,3,7
4,3,1,1,181,8
4,1,0,1,163,9
4,4,0,0,179,10
4,3,0,1,115,11
4,3,0,1,184,12
4,1,1,1,100,13
4,4,0,1,64,14
4,2,0,0,6,15
4,2,0,1,29,16
4,3,1,1,189,17
4,4,0,1,166,18
4,3,0,1,111,19
4,2,1,1,37,20
4,2,0,1,85,21
4,1,0,1,183,22
4,1,0,1,137,23
4,4,0,1,102,24
4,4,0,0,110,25
4,4,1,0,129,26
4,2,1,1,112,27
4,1,0,0,185,28
4,1,1,0,28,29
4,3,1,1,125,30
4,3,0,1,19,31
4,2,1,1,25,32
4,1,0,1,126,33
4,2,1,0,147,34
4,4,0,1,30,35
4,1,1,0,192,36
4,3,0,1,31,37
4,3,0,0,52,38
4,2,1,0,61,39
4,4,1,1,66,40
4,3,1,1,26,41
4,4,1,1,69,42
4,1,1,1,167,43
4,2,0,1,146,44
4,3,0,1,47,45
4,4,1,1,95,46
4,2,1,1,121,47
4,1,1,1,133,48
4,3,1,1,99,49
4,4,1,0,155,50
4,1,0,0,80,51
4,4,1,1,7,52
4,3,0,1,187,53
4,2,0,0,113,54
4,2,1,1,34,55
4,1,1,1,139,56
4,1,0,1,14,57
4,2,0,0,76,58
4,4,0,1,141,59
4,3,0,0,56,60
4,2,1,1,4,61
4,3,0,1,2,62
4,1,1,0,50,63
4,4,0,1,119,64
4,3,1,1,143,65
4,4,1,1,103,66
4,3,0,1,71,67
4,2,0,0,150,68
4,1,1,1,32,69
4,1,0,1,44,70
4,4,1,1,98,71
4,2,0,1,88,72
4,2,1,1,156,73
4,1,1,0,43,74
4,4,0,1,11,75
4,1,1,0,122,76
4,3,0,1,128,77
4,4,1,1,78,78
4,2,0,0,40,79
4,3,0,0,20,80
4,3,0,1,154,81
4,2,1,1,72,82
4,4,1,1,62,83
4,4,1,1,104,84
4,1,1,1,79,85
4,1,0,0,174,86
4,2,0,1,13,87
4,3,1,1,165,88
4,3,1,1,176,89
4,2,1,1,16,90
4,4,0,0,1,91
4,1,1,0,59,92
4,3,1,1,45,93
4,2,1,1,89,94
4,1,1,0,131,95
4,4,0,1,123,96
4,4,0,1,60,97
4,1,1,0,188,98
4,3,0,0,117,99
4,1,0,0,145,100
4,3,1,1,58,101
4,2,1,0,90,102
4,4,1,0,172,103
4,2,0,0,53,104
4,4,0,0,170,105
4,1,1,0,186,106
4,2,0,1,57,107
4,4,1,1,191,108
4,1,1,1,15,109
4,3,1,1,74,110
4,2,1,1,23,111
4,3,0,1,135,112
4,3,1,1,157,113
4,1,0,0,73,114
4,3,1,1,144,115
4,4,1,1,151,116
4,1,1,0,8,117
4,2,0,1,159,118
4,4,1,1,81,119
4,2,0,0,39,120
4,2,0,1,18,121
4,3,1,1,140,122
4,1,0,0,153,123
4,2,0,0,162,124
4,3,1,1,33,125
4,1,1,1,68,126
4,4,0,1,96,127
4,4,1,1,97,128
5,3,0,0,86,1
5,2,0,1,161,2
5,3,0,0,3,3
5,2,0,1,124,4
5,1,0,1,177,5
5,1,1,0,107,6
5,4,1,1,181,7
5,4,0,1,118,8
5,4,0,1,115,9
5,3,1,1,6,10
5,3,0,1,29,11
5,1,1,1,179,12
5,4,0,1,184,13
5,1,1,0,64,14
5,2,1,1,100,15
5,2,1,1,163,16
5,1,1,1,102,17
5,1,1,1,166,18
5,3,0,1,85,19
5,3,1,1,37,20
5,2,0,0,183,21
5,2,1,1,137,22
5,4,0,0,111,23
5,4,0,1,189,24
5,4,0,1,125,25
5,4,0,1,19,26
5,2,0,1,28,27
5,2,0,0,185,28
5,3,0,1,112,29
5,1,1,1,129,30
5,1,0,1,110,31
5,3,1,1,25,32
5,3,0,1,147,33
5,3,1,0,61,34
5,4,1,1,31,35
5,2,1,0,126,36
5,4,1,1,52,37
5,1,1,0,30,38
5,2,1,1,192,39
5,1,0,0,66,40
5,2,0,0,167,41
5,1,1,0,95,42
5,2,0,1,133,43
5,3,1,0,146,44
5,1,1,1,69,45
5,4,0,1,47,46
5,4,1,1,26,47
5,3,1,1,121,48
5,1,0,1,155,49
5,2,0,1,139,50
5,4,1,1,187,51
5,1,1,1,7,52
5,3,1,0,34,53
5,2,1,1,80,54
5,4,0,1,99,55
5,3,0,1,113,56
5,1,0,1,119,57
5,3,0,1,4,58
5,4,0,1,56,59
5,1,0,1,141,60
5,3,1,0,76,61
5,2,0,0,14,62
5,2,1,1,50,63
5,4,0,1,2,64
5,1,1,1,98,65
5,4,0,1,71,66
5,3,0,1,88,67
5,1,0,1,103,68
5,4,1,1,143,69
5,3,0,1,150,70
5,2,1,1,44,71
5,2,1,1,32,72
5,4,0,0,20,73
5,3,0,0,40,74
5,4,1,1,128,75
5,2,0,1,43,76
5,2,1,1,122,77
5,1,1,0,11,78
5,3,1,1,156,79
5,1,1,1,78,80
5,3,1,1,72,81
5,2,0,1,174,82
5,4,1,1,165,83
5,3,0,1,13,84
5,1,0,0,104,85
5,4,1,1,154,86
5,2,1,1,79,87
5,1,1,1,62,88
5,2,0,1,59,89
5,3,1,1,89,90
5,1,1,1,1,91
5,1,0,1,123,92
5,4,1,1,176,93
5,3,1,1,16,94
5,2,1,1,131,95
5,4,0,1,45,96
5,3,0,1,90,97
5,2,1,1,145,98
5,2,1,1,188,99
5,4,0,0,117,100
5,4,1,0,58,101
5,1,1,0,172,102
5,1,1,1,60,103
5,3,0,0,53,104
5,2,0,1,15,105
5,4,1,1,74,106
5,4,1,1,135,107
5,1,0,0,191,108
5,3,1,1,23,109
5,3,1,1,57,110
5,1,0,1,170,111
5,2,1,1,186,112
5,1,1,1,151,113
5,4,1,1,144,114
5,1,1,0,81,115
5,2,1,1,8,116
5,3,0,1,39,117
5,4,1,1,157,118
5,3,0,1,159,119
5,2,0,1,73,120
5,2,0,1,153,121
5,1,1,1,97,122
5,3,0,0,18,123
5,2,1,1,68,124
5,1,0,0,96,125
5,3,0,1,162,126
5,4,1,1,33,127
5,4,1,1,140,128
6,4,1,0,86,1
6,2,1,1,177,2
6,3,1,1,124,3
6,3,0,1,161,4
6,1,1,1,181,5
6,2,1,1,107,6
6,4,0,1,3,7
6,1,0,1,118,8
6,1,0,1,184,9
6,3,1,1,100,10
6,4,0,1,29,11
6,4,1,1,6,12
6,2,0,0,179,13
6,2,1,1,64,14
6,3,0,1,163,15
6,1,0,0,115,16
6,3,0,0,183,17
6,1,1,1,189,18
6,3,1,1,137,19
6,4,0,1,85,20
6,2,0,1,166,21
6,4,1,1,37,22
6,2,1,1,102,23
6,1,0,1,111,24
6,1,0,1,19,25
6,2,1,0,110,26
6,4,0,0,112,27
6,1,1,0,125,28
6,4,1,1,25,29
6,3,0,0,185,30
6,3,0,1,28,31
6,2,1,1,129,32
6,3,0,1,126,33
6,2,1,1,30,34
6,4,1,0,61,35
6,1,0,1,52,36
6,3,1,1,192,37
6,2,0,1,66,38
6,4,1,1,147,39
6,1,0,0,31,40
6,2,1,0,69,41
6,1,0,1,26,42
6,4,1,1,121,43
6,3,1,1,167,44
6,1,0,0,47,45
6,3,1,1,133,46
6,2,0,0,95,47
6,4,1,1,146,48
6,4,0,1,34,49
6,3,0,1,80,50
6,4,0,1,113,51
6,1,0,1,99,52
6,2,1,0,7,53
6,2,0,0,155,54
6,3,0,1,139,55
6,1,0,0,187,56
6,4,0,1,76,57
6,3,1,1,14,58
6,2,0,0,141,59
6,3,1,1,50,60
6,1,1,0,2,61
6,1,0,1,56,62
6,4,0,0,4,63
6,2,0,1,119,64
6,1,0,1,71,65
6,1,0,1,143,66
6,3,1,1,32,67
6,2,0,0,98,68
6,4,0,1,150,69
6,3,1,1,44,70
6,2,1,1,103,71
6,4,1,1,88,72
6,3,0,1,43,73
6,1,0,0,128,74
6,3,1,1,122,75
6,4,0,1,40,76
6,2,1,1,78,77
6,2,0,1,11,78
6,4,1,1,156,79
6,1,0,0,20,80
6,4,0,1,72,81
6,4,0,1,13,82
6,1,1,1,165,83
6,3,0,1,174,84
6,3,0,0,79,85
6,2,0,1,62,86
6,2,0,0,104,87
6,1,0,0,154,88
6,3,1,1,131,89
6,2,0,1,1,90
6,1,0,1,45,91
6,4,1,1,16,92
6,4,1,1,89,93
6,2,0,1,123,94
6,3,1,1,59,95
6,1,1,0,176,96
6,3,0,1,188,97
6,2,1,0,60,98
6,2,0,1,172,99
6,4,1,1,90,100
6,1,0,0,58,101
6,4,0,1,53,102
6,3,0,1,145,103
6,1,0,0,117,104
6,1,0,1,135,105
6,3,0,1,15,106
6,3,0,0,186,107
6,2,1,1,170,108
6,2,0,1,191,109
6,1,1,0,74,110
6,4,1,0,57,111
6,4,1,1,23,112
6,1,1,0,144,113
6,1,1,0,157,114
6,2,0,1,151,115
6,3,0,0,73,116
6,3,0,0,8,117
6,4,0,1,39,118
6,4,0,1,159,119
6,2,0,0,81,120
6,3,0,0,153,121
6,2,1,1,97,122
6,4,0,0,18,123
6,4,0,0,162,124
6,3,1,1,68,125
6,1,0,1,33,126
6,1,1,1,140,127
6,2,1,1,96,128
7,4,0,0,107,1
7,2,1,0,86,2
7,2,0,1,3,3
7,4,0,0,177,4
7,3,1,1,181,5
7,1,0,0,161,6
7,1,1,1,124,7
7,3,0,1,118,8
7,1,1,0,163,9
7,3,0,0,115,10
7,4,0,1,64,11
7,2,0,1,29,12
7,1,1,1,100,13
7,2,1,1,6,14
7,4,0,1,179,15
7,3,0,1,184,16
7,3,1,1,189,17
7,2,1,1,37,18
7,4,0,1,102,19
7,4,0,1,166,20
7,1,0,0,183,21
7,3,0,1,111,22
7,1,1,0,137,23
7,2,0,0,85,24
7,1,0,0,185,25
7,4,0,0,129,26
7,3,0,1,19,27
7,4,0,0,110,28
7,2,1,1,25,29
7,2,1,1,112,30
7,1,0,1,28,31
7,3,0,0,125,32
7,2,1,1,147,33
7,4,0,0,66,34
7,4,1,1,30,35
7,3,0,0,52,36
7,2,0,0,61,37
7,1,1,1,192,38
7,3,0,0,31,39
7,1,0,0,126,40
7,3,0,1,26,41
7,1,0,0,167,42
7,1,0,0,133,43
7,4,1,1,95,44
7,2,0,1,146,45
7,2,1,1,121,46
7,3,0,0,47,47
7,4,1,0,69,48
7,1,0,0,80,49
7,1,1,0,139,50
7,2,0,0,34,51
7,2,0,1,113,52
7,4,1,0,7,53
7,4,0,0,155,54
7,3,1,1,187,55
7,3,0,0,99,56
7,1,1,1,50,57
7,4,0,1,119,58
7,4,0,1,141,59
7,1,0,0,14,60
7,2,1,1,4,61
7,3,0,0,2,62
7,2,1,1,76,63
7,3,0,1,56,64
7,4,0,0,103,65
7,1,1,1,44,66
7,2,1,1,150,67
7,1,1,1,32,68
7,3,0,1,71,69
7,2,1,1,88,70
7,3,0,1,143,71
7,4,1,0,98,72
7,3,0,1,128,73
7,1,1,0,43,74
7,2,0,0,40,75
7,1,1,0,122,76
7,3,0,1,20,77
7,4,1,1,11,78
7,4,1,1,78,79
7,2,1,1,156,80
7,1,0,1,174,81
7,2,1,1,13,82
7,1,1,1,79,83
7,4,0,1,62,84
7,3,1,0,165,85
7,4,1,1,104,86
7,3,1,1,154,87
7,2,1,1,72,88
7,2,1,1,89,89
7,3,1,1,176,90
7,4,1,1,1,91
7,2,1,1,16,92
7,1,0,0,59,93
7,4,1,1,123,94
7,1,1,1,131,95
7,3,0,1,45,96
7,3,1,1,117,97
7,2,0,1,90,98
7,4,0,0,172,99
7,4,1,1,60,100
7,3,0,1,58,101
7,2,0,0,53,102
7,1,0,0,145,103
7,1,0,1,188,104
7,4,1,1,191,105
7,2,1,1,57,106
7,1,1,1,186,107
7,3,1,1,74,108
7,3,0,0,135,109
7,2,1,1,23,110
7,1,1,1,15,111
7,4,0,0,170,112
7,1,0,1,73,113
7,2,1,1,39,114
7,3,1,1,157,115
7,1,1,1,8,116
7,2,0,1,159,117
7,4,1,1,81,118
7,4,1,1,151,119
7,3,1,1,144,120
7,2,1,1,18,121
7,1,0,0,153,122
7,3,1,1,140,123
7,1,1,1,68,124
7,4,1,1,97,125
7,4,1,1,96,126
7,3,1,1,33,127
7,2,0,0,162,128
8,4,0,0,86,1
8,2,1,0,177,2
8,3,0,0,161,3
8,1,0,0,181,4
8,1,0,1,118,5
8,3,0,0,124,6
8,2,0,0,107,7
8,4,0,0,3,8
8,1,0,1,115,9
8,4,1,1,29,10
8,1,0,0,184,11
8,2,0,1,179,12
8,3,0,1,163,13
8,2,0,0,64,14
8,3,0,1,100,15
8,4,0,0,6,16
8,1,0,0,111,17
8,1,0,1,189,18
8,3,0,1,183,19
8,4,1,1,37,20
8,2,0,1,102,21
8,4,1,1,85,22
8,3,0,0,137,23
8,2,0,1,166,24
8,3,0,0,185,25
8,2,0,0,129,26
8,4,0,0,25,27
8,4,1,1,112,28
8,3,1,1,28,29
8,1,0,1,19,30
8,1,0,1,125,31
8,2,0,0,110,32
8,1,0,1,52,33
8,1,1,0,31,34
8,4,0,1,61,35
8,2,0,1,66,36
8,4,0,1,147,37
8,3,1,1,126,38
8,2,0,0,30,39
8,3,1,1,192,40
8,3,0,0,167,41
8,2,1,1,95,42
8,1,0,0,47,43
8,4,1,1,121,44
8,4,1,1,146,45
8,2,0,1,69,46
8,1,0,1,26,47
8,3,1,1,133,48
8,2,1,1,7,49
8,1,0,1,187,50
8,2,1,0,155,51
8,3,1,1,80,52
8,3,0,0,139,53
8,4,1,1,113,54
8,1,1,0,99,55
8,4,0,1,34,56
8,2,0,0,119,57
8,2,0,0,141,58
8,1,0,1,2,59
8,4,0,0,4,60
8,4,0,1,76,61
8,3,1,1,50,62
8,3,0,1,14,63
8,1,0,1,56,64
8,3,1,1,32,65
8,2,0,1,103,66
8,4,0,1,150,67
8,1,1,1,143,68
8,4,0,1,88,69
8,2,0,0,98,70
8,1,0,0,71,71
8,3,1,1,44,72
8,4,0,0,40,73
8,1,0,0,20,74
8,2,1,1,78,75
8,4,0,1,156,76
8,3,1,1,43,77
8,1,0,1,128,78
8,2,1,1,11,79
8,3,1,0,122,80
8,2,0,1,62,81
8,1,0,1,165,82
8,4,0,1,13,83
8,3,0,1,174,84
8,2,1,1,104,85
8,4,1,1,72,86
8,1,0,0,154,87
8,3,1,0,79,88
8,4,1,1,16,89
8,3,0,0,59,90
8,2,0,0,123,91
8,4,1,1,89,92
8,2,0,0,1,93
8,1,0,0,45,94
8,1,0,0,176,95
8,3,1,1,131,96
8,1,0,0,117,97
8,2,1,1,60,98
8,4,0,1,53,99
8,4,1,1,90,100
8,3,0,0,145,101
8,3,1,1,188,102
8,1,0,0,58,103
8,2,0,1,172,104
8,4,1,1,57,105
8,4,1,1,23,106
8,2,0,0,191,107
8,2,1,1,170,108
8,1,0,1,135,109
8,1,1,0,74,110
8,3,0,1,186,111
8,3,1,1,15,112
8,2,1,1,81,113
8,2,1,0,151,114
8,1,0,0,144,115
8,3,0,1,73,116
8,4,0,0,39,117
8,1,1,1,157,118
8,3,1,1,8,119
8,4,0,0,159,120
8,3,1,1,153,121
8,4,0,1,18,122
8,4,0,0,162,123
8,3,0,0,68,124
8,2,1,1,96,125
8,1,0,0,33,126
8,2,1,1,97,127
8,1,0,0,140,128
9,4,0,1,161,1
9,3,0,1,107,2
9,1,0,0,3,3
9,2,0,0,118,4
9,4,1,1,124,5
9,1,0,1,86,6
9,3,1,1,177,7
9,2,1,1,181,8
9,1,1,0,6,9
9,2,0,1,115,10
9,3,1,1,179,11
9,1,0,0,29,12
9,3,0,1,64,13
9,4,0,1,100,14
9,2,0,1,184,15
9,4,0,1,163,16
9,1,1,0,37,17
9,4,1,1,137,18
9,2,0,1,189,19
9,3,0,1,102,20
9,3,0,1,166,21
9,2,0,0,111,22
9,4,0,0,183,23
9,1,0,0,85,24
9,4,0,1,185,25
9,2,0,1,19,26
9,1,1,1,112,27
9,1,1,0,25,28
9,2,0,1,125,29
9,3,0,1,129,30
9,3,0,0,110,31
9,4,1,1,28,32
9,3,1,1,30,33
9,1,0,0,61,34
9,4,0,1,126,35
9,1,1,0,147,36
9,2,0,0,31,37
9,4,1,1,192,38
9,3,0,0,66,39
9,2,0,1,52,40
9,1,1,0,121,41
9,4,1,1,167,42
9,3,1,1,95,43
9,2,0,1,26,44
9,4,1,1,133,45
9,1,0,1,146,46
9,3,1,0,69,47
9,2,0,1,47,48
9,4,1,1,139,49
9,2,1,1,187,50
9,4,0,1,80,51
9,3,1,0,7,52
9,3,0,0,155,53
9,2,0,1,99,54
9,1,0,0,113,55
9,1,0,0,34,56
9,3,1,1,119,57
9,3,0,1,141,58
9,4,0,1,14,59
9,1,1,1,4,60
9,2,0,1,56,61
9,1,1,0,76,62
9,2,0,1,2,63
9,4,0,1,50,64
9,4,0,0,32,65
9,1,1,0,88,66
9,4,1,1,44,67
9,3,0,0,103,68
9,3,1,1,98,69
9,2,1,1,143,70
9,2,0,0,71,71
9,1,0,1,150,72
9,1,1,0,156,73
9,2,0,1,20,74
9,2,0,1,128,75
9,4,0,1,43,76
9,3,1,1,78,77
9,3,0,1,11,78
9,4,1,1,122,79
9,1,0,1,40,80
9,4,0,1,174,81
9,3,1,1,62,82
9,1,1,1,72,83
9,2,1,1,165,84
9,2,0,0,154,85
9,3,1,1,104,86
9,4,1,1,79,87
9,1,0,0,13,88
9,2,1,1,176,89
9,3,0,1,123,90
9,1,1,0,16,91
9,1,1,1,89,92
9,2,0,1,45,93
9,3,0,1,1,94
9,4,1,1,59,95
9,4,1,1,131,96
9,2,1,1,117,97
9,3,0,1,172,98
9,1,0,1,90,99
9,3,0,1,60,100
9,1,0,0,53,101
9,2,0,0,58,102
9,4,0,0,145,103
9,4,0,1,188,104
9,3,0,0,170,105
9,2,1,1,74,106
9,4,1,1,186,107
9,3,0,0,191,108
9,4,0,1,15,109
9,1,1,0,57,110
9,2,0,1,135,111
9,1,0,1,23,112
9,3,1,1,151,113
9,2,1,1,157,114
9,4,0,1,73,115
9,3,1,1,81,116
9,1,0,1,39,117
9,2,1,1,144,118
9,4,0,1,8,119
9,1,0,0,159,120
9,4,0,1,153,121
9,1,0,0,18,122
9,2,1,0,33,123
9,4,0,1,68,124
9,1,0,0,162,125
9,3,1,1,97,126
9,2,1,1,140,127
9,3,0,1,96,128
10,4,1,1,177,1
10,2,1,1,3,2
10,2,0,0,86,3
10,1,1,0,124,4
10,3,0,1,118,5
10,1,0,1,161,6
10,3,1,1,181,7
10,4,1,1,107,8
10,4,1,1,179,9
10,4,1,1,64,10
10,3,0,1,115,11
