subject,condition,studyResp,studyResp2,rt1,rt2,whichItem,list
1,2,1,8,3.91695055022137,3.91695628524758,56,4
1,4,8,8,3.91694753180491,3.91694800229743,14,4
1,2,1,1,3.91695477603935,3.91695055027958,2,4
1,3,8,1,1.25023800344206,1.16694858827395,119,4
1,4,8,8,3.91694994654972,3.91695266310126,80,4
1,4,1,8,3.91694904101314,3.91694994654972,50,4
1,3,1,8,2.41692489356501,1.41689350188244,141,4
1,1,4,9,3.91695055022137,0,76,4
1,4,1,1,3.91698194196215,3.91697982902406,139,4
1,1,4,9,3.91695568157593,0,113,4
1,3,8,1,1.41689380368916,1.75023498496739,7,4
1,4,8,8,3.91697137738811,3.91695205948781,122,5
1,2,1,8,3.91695900185732,3.91694753180491,71,5
1,2,1,1,3.91694662626833,3.91695417230949,128,5
1,2,1,1,3.91695628524758,3.91695900185732,143,5
1,2,1,8,3.91695041704224,3.91694873920642,20,5
1,1,9,9,0,0,40,5
1,1,4,9,3.91697047185153,0,88,5
1,4,1,1,3.9169632276753,3.9169508520863,43,5
1,3,8,8,1.25022566330154,1.25022623146651,78,5
1,3,8,8,1.66690874495544,2.16691870579962,11,5
1,3,8,1,2.00025475572329,1.50025022804039,98,5
1,4,1,1,3.91695236129453,3.91694753180491,32,5
1,1,4,9,3.91694270231528,0,156,5
1,4,1,8,3.91696081293048,3.9169825456338,44,5
1,3,8,8,1.83357661898481,1.50022849533707,103,5
1,1,9,9,0,0,150,5
1,4,8,1,3.91695779445581,3.91696684976341,59,6
1,4,8,1,3.91694602259668,3.91696473688353,79,6
1,3,1,1,1.58357284596423,1.25026547111338,1,6
1,2,1,8,3.91696564242011,3.91695296496619,45,6
1,1,9,4,0,3.91697167925304,89,6
1,3,1,1,1.41689923690865,1.41690074605867,62,6
1,2,1,8,3.91696111473721,3.91694843734149,154,6
1,1,4,4,3.91694934287807,3.91695930366404,16,6
1,1,9,9,0,0,13,6
1,4,1,1,3.91694722993998,3.91694783366984,131,6
1,3,1,1,1.50025596306659,1.25022562785307,104,6
1,3,1,1,1.33357239316683,1.16688416246325,123,6
1,1,9,9,0,0,72,6
1,4,8,1,3.91695205948781,3.91694783366984,174,6
1,2,1,1,3.9169520594296,3.91695477603935,165,6
1,2,8,8,3.9169508520863,3.9169837529771,176,6
1,2,8,8,3.91696202027379,3.91695387050277,117,7
1,1,4,4,3.91696564242011,3.91694904101314,53,7
1,3,8,8,1.16690482094418,1.33356001757784,191,7
1,2,1,1,3.9169508520863,3.91695296502439,74,7
1,4,1,8,3.91695507784607,3.91695447417442,15,7
1,3,8,1,2.00024388934253,1.3335630359943,172,7
1,1,9,4,0,3.91695809632074,23,7
1,2,1,8,3.91695571696619,3.91695537976921,58,7
1,4,8,8,3.91697999765165,3.91695115389302,186,7
1,3,8,1,1.0835544335423,1.08355382981244,170,7
1,4,1,8,3.91694964468479,3.91695326677291,145,7
1,1,4,4,3.91695024841465,3.91697771608597,57,7
1,1,0,9,3.91697107558139,0,90,7
1,4,8,8,3.9169656423619,3.9169565870543,188,7
1,3,1,1,1.83357178949518,1.08356107404688,60,7
1,2,1,1,3.91695658711251,3.9169520594296,135,7
1,1,9,9,0,0,18,8
1,1,4,9,3.9169644350186,0,162,8
1,2,1,1,3.91696111473721,3.91696232213872,144,8
1,2,1,1,3.91697318846127,3.91695236129453,33,8
1,3,8,1,1.33355820656288,1.16693530714838,97,8
1,2,8,1,3.91695930372225,3.91695447417442,157,8
1,3,1,1,2.00024932250381,3.00027165893698,96,8
1,4,1,1,3.91696020920062,3.91696775529999,8,8
1,3,1,1,1.41689953871537,1.16689576563658,151,8
1,1,9,1,0,3.9169644350186,159,8
1,4,8,8,3.91695055022137,3.91696413315367,68,8
1,4,8,8,3.91694843728328,3.91697318846127,153,8
1,4,1,1,3.91697620687773,3.91695839812746,73,8
1,1,9,9,0,0,39,8
1,2,1,1,3.91695869999239,3.91697107558139,140,8
1,3,8,8,1.33358295768267,1.16701137163909,81,8
2,2,1,1,3.91721361948657,3.91722056204526,6,1
2,3,6,7,2.33374475534947,1.6670134927117,118,1
2,3,4,3,3.91721120468719,3.3338159920313,184,1
2,1,9,9,0,0,161,1
2,2,8,8,3.9172003380736,3.9172078843294,86,1
2,3,1,1,2.33372966283423,1.50032448911952,115,1
2,4,8,8,3.91719007516076,3.91720063992398,179,1
2,4,8,8,3.91723474901301,3.91720969543167,64,1
2,3,7,7,1.66702013341637,1.58367472606915,181,1
2,1,9,9,0,0,100,1
2,2,1,1,3.91719641401869,3.917203054727,3,1
2,1,9,9,0,0,163,1
2,2,8,1,3.91719611216831,3.91719460291642,29,1
2,4,8,8,3.91720154547511,3.9171985269677,107,1
2,4,1,8,3.91720486582926,3.91719882882171,177,1
2,1,9,4,0,3.91719158441265,124,1
2,2,8,8,3.91721301578582,3.91720003622322,85,2
2,1,9,9,0,0,28,2
2,2,1,1,3.91719037701114,3.91720516767964,25,2
2,4,1,1,3.91720788433304,3.91721935464375,129,2
2,1,4,9,3.9171882640585,0,137,2
2,2,1,1,3.91720154547511,3.91720969543167,37,2
2,3,1,1,1.08362944851615,1.66701288901095,189,2
2,1,4,9,3.91721120468355,0,185,2
2,1,9,9,0,0,183,2
2,4,1,8,3.91723203235597,3.91719641401869,110,2
2,3,3,1,1.4170068520034,1.83368770563538,19,2
2,4,7,8,3.91719279181052,3.9171944787231,102,2
2,2,2,1,3.91722146759639,3.91719520661718,112,2
2,3,2,2,3.75052008813873,1.50067222071448,125,2
2,3,2,7,2.91711581997515,1.41702858522694,111,2
2,4,1,1,3.91719098071189,3.91720184732549,166,2
2,4,8,8,3.91721029913606,3.91719792326694,95,3
2,1,9,9,0,0,192,3
2,1,4,9,3.91725104892976,0,133,3
2,1,9,9,0,0,126,3
2,3,1,2,1.8336928370918,2.33373569983814,52,3
2,3,3,1,2.3337390201923,2.3337314739365,47,3
2,3,7,8,2.25040357390753,1.91711612182553,26,3
2,3,2,2,1.9170264722743,2.08371336291384,31,3
2,4,8,8,3.91719792327058,3.91719309366454,69,3
2,2,1,1,3.91720939358493,3.91721482688808,121,3
2,2,8,1,3.91719822512096,3.91719882882171,61,3
2,2,1,1,3.91721150653757,3.91719671586907,147,3
2,4,8,1,3.91719430106605,3.91722104155269,30,3
2,1,9,9,0,0,167,3
2,2,8,1,3.91719611216467,3.91720667693153,146,3
2,4,1,1,3.91719973437284,3.91718947146001,66,3
2,1,4,4,3.91720335657374,3.9171976214202,139,4
2,1,9,9,0,0,80,4
2,1,9,9,0,0,14,4
2,4,1,1,3.91719822512096,3.91719188626303,119,4
2,3,1,1,1.6670143982592,1.58368166862783,99,4
2,1,9,4,0,3.91719611216831,50,4
2,2,8,8,3.91720909173455,3.9171882640585,34,4
2,4,0,8,3.91719188625939,3.91718977331038,141,4
2,3,7,8,3.91721029913242,1.58366899091197,56,4
2,2,1,1,3.91718675481025,3.91719581031794,113,4
2,2,8,1,3.91719399921567,3.91719435452978,76,4
2,2,8,2,3.91719852697133,3.9171882640585,4,4
2,4,1,1,3.91718313260571,3.91721482688808,7,4
2,3,7,8,2.00037097407039,2.25038817953828,2,4
2,3,2,7,2.3337308702321,1.50032509281664,187,4
2,4,8,1,3.9171949047668,3.91718977331038,155,4
2,4,1,1,3.91720003621958,3.91719369736529,78,5
2,3,3,6,2.41707567388221,1.58364894459737,71,5
2,1,9,9,0,0,44,5
2,1,4,4,3.91719520661718,3.91719822511732,122,5
2,4,1,1,3.9172003380736,3.91719128256227,11,5
2,2,1,1,3.91721029913242,3.91719913067209,40,5
2,3,1,1,1.75035135379949,1.33364544658616,143,5
2,4,1,2,3.91719399921567,3.91722176944677,98,5
2,4,1,1,3.91719430106605,3.91719007516076,103,5
2,2,7,1,3.91719158441265,3.91719460291642,150,5
2,3,7,2,2.41707024057541,2.00037852032983,128,5
2,2,1,8,3.91720245102624,3.91720003622322,88,5
2,1,4,9,3.91719188626303,0,43,5
2,1,4,4,3.91719460291279,0.0835319508587418,32,5
2,3,2,2,2.16705273325351,1.41698783543325,20,5
2,2,1,1,3.91718735850736,3.91724863412674,156,5
2,1,9,4,0,3.91719369736529,174,6
2,3,1,1,3.91722388239941,3.91719399921203,154,6
2,4,8,1,3.91719128256227,3.91719701771581,104,6
2,1,4,4,3.91720788433304,3.91719369736529,59,6
2,4,1,1,3.91718977331038,3.91719188626303,123,6
2,3,1,8,2.41707507018145,1.25030607624649,176,6
2,2,8,8,3.91720396027449,3.91720637508115,13,6
2,4,8,8,3.91719188626303,3.9171921881134,62,6
2,3,1,1,2.08371275921309,1.91703371668336,165,6
2,2,1,1,3.91719973437284,3.91719128256227,89,6
2,2,1,1,3.91720335657737,3.91719098071189,72,6
2,2,1,8,3.91719822512096,3.91719339551491,16,6
2,4,8,7,3.91719399921203,3.91719037701114,1,6
2,1,9,9,0,0,79,6
2,3,7,8,1.83369404449331,1.75035376859887,45,6
2,1,9,4,0,3.91718796220812,131,6
2,4,1,8,3.91720335657374,3.91719248996014,170,7
2,1,9,4,0,3.91720848803379,188,7
2,4,8,8,3.91719309366454,3.91719309366454,172,7
2,2,8,2,3.91721693984073,3.91720033806996,57,7
2,1,4,9,3.91719098071189,0,15,7
2,4,8,8,3.91719399921567,3.91718947146001,191,7
2,2,8,1,3.91719581031794,3.91719399921567,90,7
2,1,9,9,0,0,186,7
2,2,1,1,3.91719279181416,3.91719339551491,23,7
2,2,8,8,3.91720275287298,3.9171949047668,53,7
2,4,1,1,3.91720305472336,3.91719098071189,60,7
2,3,8,1,1.3336659724082,1.41699840019282,58,7
2,3,8,8,1.1669633855563,0.583578737663629,74,7
2,3,1,7,3.33384315856165,1.41700715385377,117,7
2,1,9,9,0,0,145,7
2,3,1,2,2.08373660538928,1.6670134927117,135,7
2,2,1,8,3.91720486582926,3.91719822512096,18,8
2,4,1,1,3.91720728062865,3.91718886775925,151,8
2,3,8,1,1.41700564460189,1.41699115578376,157,8
2,2,8,8,3.91719158441265,3.91718856590887,162,8
2,1,4,4,3.91719581031794,3.91719098071189,73,8
2,2,1,1,3.91721211023469,3.91719792327058,159,8
2,3,6,7,2.00041444052113,1.66700866310202,33,8
2,4,8,1,3.9171949047668,3.91719309366454,96,8
2,2,1,1,3.91719701771945,3.9172003380736,39,8
2,1,9,9,0,0,68,8
2,1,4,9,3.91719007516076,0,153,8
2,4,8,8,3.91723957861541,3.91720094177435,81,8
2,1,4,4,3.91719822511732,3.91719731956982,8,8
2,3,3,2,2.25039451839984,2.16705424250904,144,8
2,4,1,8,3.91718916960963,3.91719007516076,97,8
2,3,1,1,2.00037640737719,1.58366657610895,140,8
3,4,1,1,3.91719882882899,3.91718494369707,86,1
3,3,1,2,1.33364876694395,1.33364122068451,124,1
3,2,1,1,3.91721965649049,3.91718615111313,107,1
3,2,1,1,3.91719098070462,3.91718766035046,64,1
3,4,1,1,3.91719128256955,3.9172154305852,3,1
3,1,9,9,0,0,115,1
3,3,4,3,3.91718615111313,1.91702496302605,161,1
3,3,3,3,2.16705001660739,1.41700051314547,163,1
3,1,9,4,0,3.91719490477408,184,1
3,4,8,1,3.91719067885424,3.91718101964216,6,1
3,2,1,1,3.91719460290915,3.9171891696169,177,1
3,1,9,9,0,0,118,1
3,1,9,9,0,0,181,1
3,3,4,4,3.91719248995651,3.91719007515348,100,1
3,2,1,1,3.91718977331766,3.91718766035046,179,1
3,4,2,2,3.91716773822554,3.91718554741237,29,1
3,1,9,9,0,0,111,2
3,2,1,1,3.91720516767236,3.91718705664971,129,2
3,4,8,2,3.91720456397161,3.91718886775197,85,2
3,3,2,1,1.16696006519487,1.50032297986036,185,2
3,1,4,4,3.91720426212123,3.91718464186124,189,2
3,3,2,2,1.41698572247697,1.41697787436715,28,2
3,4,1,1,3.91734673549945,3.91718766036502,112,2
3,2,1,1,3.91718464184669,3.91718433999631,102,2
3,4,1,1,3.91718766035046,3.91720939357765,25,2
3,2,1,1,3.91718886776653,3.91720486582199,110,2
3,4,1,1,3.91718826406577,3.91720245101897,37,2
3,1,9,1,0,3.91719671587634,125,2
3,2,1,2,3.91719067885424,3.91718947146728,166,2
3,3,2,2,1.83368710194191,1.75034501493792,183,2
3,1,9,4,0,3.91718494371162,19,2
3,3,2,3,1.50033203538624,1.41697968546941,137,2
3,3,3,1,1.91703250928549,1.66701741676661,126,3
3,4,1,1,3.9171918862703,3.91719037700386,147,3
3,2,1,1,3.91720607323805,3.91719218810613,30,3
3,2,1,1,3.91718766036502,3.91719399922295,66,3
3,1,9,9,0,0,47,3
3,4,8,1,3.91718101964216,3.91718283074442,146,3
3,1,2,9,3.91721137848799,0,52,3
3,1,9,9,0,0,31,3
3,1,9,9,0,0,26,3
3,3,2,1,1.41698059102055,3.917185245562,192,3
3,4,1,1,3.91722690089955,3.91720546953729,121,3
3,2,1,2,3.91718735850009,3.91719399922295,69,3
3,3,2,2,1.1669576504064,1.66700443720038,167,3
3,4,1,1,3.9171825289086,3.91718735850009,61,3
3,2,2,8,3.91719641401141,3.91719037701841,95,3
3,3,7,1,1.41697968546941,3.25047149024613,133,3
3,1,4,9,3.91719822512823,0,56,4
3,3,3,3,3.25047179208195,1.58366407902213,50,4
3,2,2,1,3.91719852696406,3.91718675481388,141,4
3,4,1,8,3.91718766035046,3.917185245562,34,4
3,3,2,3,1.91703190558474,1.16697062995809,14,4
3,2,2,2,3.91719037701841,3.91718826406577,119,4
3,1,9,4,0,3.91718645296351,187,4
3,4,1,8,3.91722418424615,3.9171891696169,113,4
3,1,9,9,0,0,2,4
3,3,2,2,1.08361797820544,0.916936822715797,139,4
3,1,9,9,0,0,99,4
3,4,1,1,3.91718977331766,3.91718252889405,4,4
3,4,8,1,3.91718343445973,3.91719822512823,76,4
3,3,7,7,1.41701470011321,1.3336427299364,80,4
3,2,1,1,3.9172235805454,3.91718886776653,7,4
3,2,1,1,3.91719309365726,3.917191282555,155,4
3,1,9,9,0,0,20,5
3,3,4,2,1.7503573908034,1.75034622233943,44,5
3,1,9,9,0,0,71,5
3,4,8,1,3.9171831325948,3.91718343444518,150,5
3,1,9,9,0,0,143,5
3,2,1,2,3.91720637507387,3.91719158440537,11,5
3,4,8,1,3.91720245101897,3.91718464184669,156,5
3,2,2,1,3.91718554741237,3.91719037701841,103,5
3,3,2,3,1.16697938361904,1.08362190226035,32,5
3,2,1,1,3.91717920853989,3.91718947146728,98,5
3,4,1,1,3.91718735851464,3.91718675481388,88,5
3,1,9,9,0,0,128,5
3,2,1,1,3.91718675481388,3.91718257464527,78,5
3,3,4,3,3.91720486582199,3.75051314558368,122,5
3,3,3,3,2.75043194784666,2.00036372966133,43,5
3,4,1,1,3.91718645294895,3.91718494369707,40,5
3,4,1,1,3.91719430105877,3.91718615111313,16,6
3,4,1,1,3.91718373631011,3.91718977330311,13,6
3,2,1,1,3.91720637507387,3.91720697878918,62,6
3,3,3,6,1.16696459296509,2.16704971475701,131,6
3,4,1,1,3.91718071780633,3.91723384345823,89,6
3,1,9,9,0,0,176,6
3,3,3,3,3.00045036070514,2.50043134413136,174,6
3,2,1,1,3.91718947145273,3.91725436928391,1,6
3,4,8,1,3.91718615111313,3.91718952642987,72,6
3,1,9,4,0,3.91720805813384,45,6
3,1,9,9,0,0,165,6
3,1,4,9,3.91718554741237,0,154,6
3,3,2,2,1.41698089287092,1.00036372966133,79,6
3,3,8,3,1.0002840411762,2.33372724802757,59,6
3,2,1,2,3.91720607323805,3.91720275286934,123,6
3,2,1,1,3.91721120469447,3.91718977331766,104,6
3,1,9,9,0,0,117,7
3,3,4,4,3.91720214916859,3.91719731956255,145,7
3,1,9,4,0,3.91719279180688,135,7
3,3,4,3,3.5004953364114,3.41716834194085,15,7
3,3,3,3,0.916940143084503,1.58367472607642,188,7
3,4,2,8,3.91724138971767,3.91718796220084,90,7
3,2,2,2,3.91720788434031,3.91719007515348,60,7
3,4,1,8,3.91718705666426,3.91718252889405,23,7
3,2,1,1,3.91719399922295,3.91719218810613,170,7
3,4,1,8,3.9171885659016,3.91718645296351,53,7
3,4,8,1,3.91719611217559,3.91718584926275,57,7
3,1,9,9,0,0,58,7
3,2,1,1,3.91720245101897,3.91718464184669,172,7
3,2,1,1,3.91718615111313,3.91719188625575,191,7
3,1,4,9,3.91720728063956,0,74,7
3,3,3,4,3.08379033474193,3.91718554741237,186,7
3,1,4,9,3.91719460290915,0,157,8
3,3,4,3,3.91718554741237,2.58375562196306,68,8
3,4,8,8,3.91718494369707,3.91719641402597,162,8
3,4,1,1,3.91718192519329,3.9171858492482,18,8
3,2,1,1,3.91719701771217,3.9172060732235,81,8
3,2,1,1,3.91720486582199,3.91719248997106,151,8
3,1,4,9,3.91718464186124,0,140,8
3,3,3,3,2.41707356092229,2.0837067222019,8,8
3,2,2,1,3.9172154305852,3.91719248997106,96,8
3,4,1,1,3.91718977330311,3.91719460290915,159,8
3,3,3,2,1.41698330767395,1.33364182438527,73,8
3,4,1,1,3.91718977330311,3.91718977330311,39,8
3,2,1,8,3.91719037700386,3.91725497298467,97,8
3,3,3,4,3.08378490144969,3.91720486582199,153,8
3,1,4,9,3.91718735851464,0,33,8
3,1,9,9,0,0,144,8
4,1,9,4,0,3.9173458670266,100,1
4,4,1,8,3.91737001552247,3.91735794139095,107,1
4,1,9,4,0,3.91734707471915,124,1
4,3,7,1,1.25035538338125,1.1670074115973,118,1
4,4,1,8,3.91746479854919,3.91734284884296,64,1
4,3,7,7,1.25035158637911,1.33369485591538,115,1
4,3,7,7,1.16701103374362,1.00031845783815,184,1
4,2,8,8,3.91741197369993,3.91735280980356,6,1
4,1,9,4,0,3.91738873068243,161,1
4,2,8,8,3.91735431924462,3.9173700157553,29,1
4,1,9,9,0,0,163,1
4,4,2,8,3.91734858392738,3.91735643194988,179,1
4,3,3,7,1.08366504777223,1.91713637928478,181,1
4,4,8,8,3.91734375408851,3.91734405606985,177,1
4,2,1,1,3.91735371551476,3.91734465979971,3,1
4,2,8,8,3.91740080481395,3.9173522060737,86,1
4,1,9,9,0,0,28,2
4,4,1,8,3.91736035631038,3.91734496154822,110,2
4,3,7,2,1.08366897166707,0.833634635666385,189,2
4,2,8,8,3.91739325853996,3.91735250782222,37,2
4,1,9,9,0,0,137,2
4,4,2,1,3.91737031750381,3.91734948940575,102,2
4,3,7,7,1.08366836793721,1.16701193922199,111,2
4,2,8,8,3.91735009313561,3.91735582845286,25,2
4,2,8,8,3.9173926548101,3.91734798019752,85,2
4,4,1,1,3.9173497913871,3.91734647098929,166,2
4,2,8,1,3.91739989933558,3.91734858392738,112,2
4,3,8,8,0.91697609401308,0.833630107808858,19,2
4,4,8,1,3.91734918742441,3.91735582845286,129,2
4,1,9,9,0,0,183,2
4,1,9,9,0,0,185,2
4,3,7,1,1.25036486797035,1.08368979976512,125,2
4,4,8,1,3.91736488416791,3.9173522060737,30,3
4,4,1,1,3.91736548789777,3.91734798019752,95,3
4,4,8,8,3.91735703591257,3.91735552670434,66,3
4,2,8,1,3.91737665631808,3.91735190432519,61,3
4,1,9,9,0,0,126,3
4,1,9,9,0,0,133,3
4,1,4,9,3.91734707471915,0,167,3
4,2,8,8,3.91735190432519,3.91735130059533,121,3
4,4,1,8,3.91734647098929,3.91735130059533,69,3
4,3,2,2,1.08366836793721,0.916983338538557,47,3
4,3,8,2,1.41704265307635,1.08367349952459,52,3
4,3,8,2,1.25040924106725,1.58377507398836,31,3
4,2,8,8,3.91736186575145,3.91735160257667,146,3
4,2,8,1,3.91735190432519,3.91737031750381,147,3
4,3,7,2,0.916986658936366,0.833633428206667,26,3
4,1,9,4,0,3.91743702767417,192,3
4,2,8,1,3.91736246924847,3.91734405606985,113,4
4,1,9,4,0,3.91734767821617,80,4
4,2,8,8,3.91735371551476,3.91735280980356,76,4
4,3,2,7,1.00033475784585,1.16701344866306,2,4
4,1,4,4,3.91734616900794,3.91734948940575,50,4
4,2,8,8,3.9173497913871,3.91741227544844,34,4
4,4,1,1,3.91737152496353,3.91735673416406,141,4
4,4,1,1,3.91735341376625,3.91735039488412,119,4
4,4,1,1,3.91740442719311,3.91734556527808,7,4
4,1,9,4,0,3.917355224723,139,4
4,1,9,9,0,0,14,4
4,3,7,2,1.41704084188677,1.6670724612195,56,4
4,3,2,2,1.08366534952074,1.16704665287398,99,4
4,2,8,1,3.91735371551476,3.91735341353342,4,4
4,3,7,2,1.08365646842867,1.50038441317156,187,4
4,4,1,1,3.917355224723,3.91735824337229,155,4
4,2,1,1,3.91736246924847,3.91734828194603,40,5
4,4,1,1,3.91736096004024,3.9173872214742,11,5
4,3,2,2,1.08371787238866,1.25037996098399,128,5
4,1,9,9,0,0,44,5
4,4,1,1,3.91735099861398,3.91735280980356,98,5
4,4,8,1,3.9173497913871,3.91735341353342,103,5
4,3,2,2,1.08366806618869,1.08366293460131,143,5
4,1,9,4,0,3.91735673416406,122,5
4,2,8,8,3.91736971377395,3.91735673393123,150,5
4,4,1,1,3.91734737646766,3.91734345233999,78,5
4,1,9,4,0,3.9173497913871,32,5
4,3,2,2,1.00032147625461,1.00031996704638,71,5
4,1,9,9,0,0,43,5
4,2,1,1,3.9173576394096,3.91735401726328,88,5
4,2,8,8,3.9173700157553,3.91735039511696,156,5
4,3,1,1,1.00032932450995,1.16701767453924,20,5
4,3,1,1,0.916991059435532,1.08367591444403,176,6
4,3,1,1,1.33370028925128,1.3337177967187,45,6
4,4,8,8,3.91736911004409,3.91734948963858,1,6
4,2,8,1,3.91737182694487,3.91735341353342,16,6
4,4,1,1,3.91734677297063,3.91736518591642,123,6
4,2,1,8,3.91735341376625,3.91738691949286,13,6
4,1,4,9,3.91736639337614,0,131,6
4,3,2,1,1.33369425218552,1.25038418686017,165,6
4,2,8,1,3.91735130059533,3.91735130059533,72,6
4,3,1,1,1.16700680786744,1.16702008945867,154,6
4,2,8,1,3.91736639337614,3.91735733766109,89,6
4,4,8,1,3.91735431901179,3.91734767821617,104,6
4,4,1,8,3.91737393965013,3.91735401726328,62,6
4,1,8,9,3.91735854512081,0,174,6
4,1,9,9,0,0,59,6
4,1,4,9,3.91734918765724,0,79,6
4,4,1,1,3.91735673393123,3.91734375408851,191,7
4,2,8,8,3.91740684211254,3.91734858392738,23,7
4,1,9,9,0,0,186,7
4,3,8,8,0.917182865086943,1.16704303026199,74,7
4,3,2,2,1.83375990577042,1.66710023209453,117,7
4,4,8,2,3.91734737646766,3.91737695829943,60,7
4,4,1,1,3.91734858392738,3.91735009313561,170,7
4,2,1,8,3.9173522060737,3.91735582845286,57,7
4,1,4,9,3.91734616900794,0,15,7
4,3,7,1,1.08366685872898,1.25035732169636,58,7
4,4,1,1,3.91732896328904,3.91735130059533,172,7
4,1,9,9,0,0,145,7
4,1,4,9,3.91734405606985,0,188,7
4,2,1,8,3.91734888567589,3.91735975258052,90,7
4,3,2,2,1.58372436207719,1.33374798251316,135,7
4,2,2,1,3.91735009313561,3.91736186575145,53,7
4,3,1,1,3.08393115713261,1.33369998726994,33,8
4,3,1,1,1.41704114386812,1.33369727060199,140,8
4,4,1,1,3.91734465979971,3.91736186551861,97,8
4,3,2,1,1.33370753377676,1.4170508030802,144,8
4,4,1,1,3.91735220630653,3.91735190432519,81,8
4,4,1,1,3.91735703591257,3.91734918765724,96,8
4,3,1,1,1.500386828091,1.41704204934649,157,8
4,1,9,9,0,0,68,8
4,2,1,1,3.91738661751151,3.91737031750381,39,8
4,1,9,9,0,0,8,8
4,2,8,1,3.917355224723,3.91735794162378,162,8
4,1,9,9,0,0,153,8
4,2,1,1,3.91734948963858,3.91734405606985,159,8
4,4,1,1,3.91735160257667,3.91735220630653,151,8
4,2,8,1,3.91738148615696,3.9173522060737,18,8
4,1,9,9,0,0,73,8
5,3,8,1,1.1669566903729,1.66699819406495,86,1
5,4,1,1,3.91715719131753,3.91716624656692,184,1
5,4,1,0,3.91716685052961,3.91716232267208,181,1
5,2,8,4,3.91717439657077,3.91716503934003,100,1
5,3,0,4,1.00027467962354,3.91716232290491,6,1
5,1,9,4,0,3.91715417290106,177,1
5,1,0,9,3.91716081369668,0,107,1
5,4,1,1,3.91715658758767,3.91717952792533,115,1
5,1,9,9,0,0,179,1
5,2,1,8,3.91715688956901,3.91716081346385,124,1
5,2,8,4,3.91716171894223,3.91715507861227,161,1
5,4,1,8,3.91715447488241,3.91716171894223,118,1
5,3,1,4,1.91700777760707,3.91715628583916,3,1
5,3,4,4,3.91715719131753,3.9171903943643,29,1
5,2,1,8,3.91716473759152,3.91716564306989,163,1
5,1,9,9,0,0,64,1
5,4,1,1,3.91718013165519,3.91715719131753,189,2
5,4,1,8,3.91717530204915,3.91716141742654,19,2
5,4,1,1,3.91723597305827,3.91716413386166,111,2
5,1,9,9,0,0,110,2
5,3,4,4,3.91716383211315,3.917175905779,25,2
5,1,9,9,0,0,166,2
5,3,7,1,1.50032674823888,1.50031678727828,37,2
5,1,9,9,0,0,129,2
5,2,1,0,3.91719733690843,3.91721635311842,183,2
5,3,1,1,1.83367296028882,1.58365371776745,112,2
