subject,condition,named,afc,whichItem,trial
2,4,1,1,131,21
2,1,1,1,122,22
2,3,0,1,163,23
2,4,0,1,154,24
2,1,1,1,97,25
2,4,1,1,176,26
2,2,0,1,23,27
2,3,0,0,15,28
2,3,0,1,161,29
2,4,0,1,174,30
2,2,0,1,119,31
2,1,1,1,32,32
2,1,0,0,146,33
2,1,1,1,43,34
2,3,0,0,58,35
2,4,0,1,56,36
2,2,1,1,89,37
2,3,0,1,64,38
2,4,0,1,29,39
2,2,1,1,62,40
2,2,0,1,123,41
2,1,0,0,147,42
2,3,1,1,74,43
2,4,0,1,86,44
2,4,0,0,99,45
2,2,0,1,72,46
2,1,0,1,44,47
2,3,0,1,107,48
2,4,1,0,13,49
2,4,0,0,28,50
2,3,0,0,167,51
2,3,1,1,11,52
2,1,0,1,25,53
2,2,0,1,191,54
2,1,0,1,59,55
2,2,0,1,2,56
2,4,1,1,16,57
2,3,0,1,103,58
2,3,0,1,126,59
2,1,0,0,85,60
2,2,0,0,187,61
2,1,0,0,79,62
2,2,0,0,60,63
2,4,1,0,137,64
2,3,0,0,3,65
2,3,0,1,1,66
2,2,0,0,110,67
2,4,1,1,166,68
2,1,0,0,155,69
2,1,0,0,19,70
2,2,0,1,8,71
2,4,1,1,14,72
2,3,0,1,104,73
2,4,0,1,129,74
2,1,0,1,141,75
2,2,0,0,153,76
2,4,1,1,139,77
2,2,0,1,102,78
2,1,0,0,189,79
2,3,1,1,6,80
2,3,1,1,96,81
2,1,0,0,73,82
2,4,0,1,159,83
2,3,1,1,112,84
2,2,0,0,40,85
2,4,1,1,50,86
2,1,0,0,184,87
2,2,1,1,143,88
2,2,0,0,128,89
2,4,0,0,80,90
2,2,0,1,88,91
2,3,0,1,81,92
2,1,0,0,68,93
2,1,0,0,181,94
2,4,0,0,162,95
2,3,1,1,37,96
3,4,0,1,179,1
3,2,1,1,186,2
3,2,0,1,111,3
3,1,0,0,33,4
3,4,0,1,172,5
3,3,0,1,124,6
3,3,0,1,69,7
3,1,1,1,192,8
3,1,0,0,133,9
3,3,0,1,100,10
3,4,0,0,170,11
3,2,0,1,125,12
3,1,0,0,157,13
3,2,0,1,188,14
3,3,0,0,30,15
3,4,0,1,177,16
3,4,1,1,7,17
3,3,1,1,122,18
3,2,0,1,131,19
3,1,0,0,145,20
3,1,0,1,163,21
3,4,0,0,53,22
3,2,0,0,154,23
3,3,1,1,151,24
3,4,0,0,119,25
3,1,0,0,161,26
3,4,1,1,23,27
3,2,1,1,176,28
3,2,0,1,174,29
3,1,0,0,15,30
3,3,1,0,32,31
3,3,1,1,97,32
3,4,1,1,89,33
3,2,1,1,29,34
3,1,0,0,58,35
3,3,1,1,43,36
3,3,0,1,146,37
3,1,0,1,64,38
3,4,0,1,62,39
3,2,0,1,56,40
3,3,0,1,147,41
3,1,0,0,107,42
3,3,0,1,44,43
3,4,1,1,72,44
3,2,0,1,99,45
3,1,0,0,74,46
3,4,0,1,123,47
3,2,0,1,86,48
3,3,0,0,59,49
3,3,1,0,25,50
3,2,1,1,28,51
3,1,0,0,167,52
3,1,0,1,11,53
3,4,1,1,2,54
3,2,1,1,13,55
3,4,0,1,191,56
3,1,1,0,103,57
3,1,0,1,126,58
3,4,0,1,187,59
3,4,0,1,60,60
3,3,0,1,85,61
3,3,1,1,79,62
3,2,1,1,16,63
3,2,0,1,137,64
3,1,0,1,3,65
3,1,0,0,1,66
3,4,1,1,8,67
3,3,0,0,155,68
3,2,0,1,14,69
3,3,0,1,19,70
3,2,0,0,166,71
3,4,0,0,110,72
3,2,0,1,139,73
3,3,0,0,141,74
3,3,1,1,189,75
3,4,1,1,153,76
3,1,0,1,6,77
3,1,0,1,104,78
3,4,0,0,102,79
3,2,0,1,129,80
3,4,1,1,143,81
3,4,0,0,40,82
3,3,0,1,184,83
3,1,0,1,112,84
3,2,1,1,50,85
3,2,0,1,159,86
3,3,0,1,73,87
3,1,0,0,96,88
3,2,0,1,162,89
3,3,0,1,181,90
3,4,0,0,128,91
3,1,0,1,37,92
3,2,0,1,80,93
3,3,1,1,68,94
3,4,1,1,88,95
3,1,0,0,81,96
4,4,1,1,186,1
4,4,0,1,111,2
4,1,1,1,124,3
4,1,1,1,69,4
4,2,0,1,172,5
4,2,1,1,179,6
4,3,1,1,33,7
4,3,1,1,192,8
4,1,1,1,30,9
4,2,0,1,177,10
4,3,1,1,157,11
4,1,1,0,100,12
4,4,0,1,188,13
4,3,1,1,133,14
4,4,1,1,125,15
4,2,1,1,170,16
4,3,0,0,163,17
4,2,0,1,53,18
4,1,1,0,122,19
4,1,1,0,151,20
4,4,1,1,154,21
4,2,1,1,7,22
4,3,0,0,145,23
4,4,1,1,131,24
4,3,1,1,15,25
4,1,1,1,97,26
4,4,0,1,174,27
4,2,0,1,119,28
4,1,1,1,32,29
4,3,0,1,161,30
4,2,1,1,23,31
4,4,1,1,176,32
4,2,1,1,89,33
4,2,1,1,62,34
4,4,1,1,29,35
4,4,1,1,56,36
4,3,0,0,58,37
4,1,0,1,146,38
4,1,0,1,43,39
4,3,0,1,64,40
4,4,0,1,86,41
4,3,1,0,107,42
4,2,1,1,72,43
4,2,1,1,123,44
4,1,1,1,44,45
4,4,1,1,99,46
4,1,1,0,147,47
4,3,1,1,74,48
4,2,1,1,191,49
4,1,1,0,25,50
4,3,0,1,167,51
4,1,0,0,59,52
4,2,1,1,2,53
4,4,1,1,13,54
4,3,1,1,11,55
4,4,0,0,28,56
4,2,0,0,187,57
4,1,1,0,79,58
4,4,1,1,137,59
4,3,0,1,126,60
4,4,1,1,16,61
4,2,1,1,60,62
4,1,0,1,85,63
4,3,1,1,103,64
4,4,1,1,14,65
4,1,0,0,155,66
4,2,0,0,110,67
4,4,0,1,166,68
4,3,1,1,3,69
4,2,1,1,8,70
4,3,1,1,1,71
4,1,0,1,19,72
4,3,0,1,6,73
4,2,1,1,153,74
4,4,1,1,129,75
4,3,1,1,104,76
4,2,1,0,102,77
4,4,1,1,139,78
4,1,0,1,141,79
4,1,0,1,189,80
4,4,1,1,50,81
4,1,0,1,73,82
4,4,1,1,159,83
4,2,0,1,40,84
4,3,1,1,112,85
4,2,1,1,143,86
4,3,1,0,96,87
4,1,0,0,184,88
4,3,1,1,81,89
4,1,1,0,68,90
4,1,1,1,181,91
4,2,0,1,128,92
4,4,0,1,80,93
4,4,0,0,162,94
4,2,1,1,88,95
4,3,1,1,37,96
5,3,1,1,69,1
5,1,1,1,192,2
5,2,1,1,186,3
5,4,1,1,179,4
5,1,0,0,33,5
5,2,0,0,111,6
5,4,1,1,172,7
5,3,1,1,124,8
5,4,1,1,170,9
5,3,1,1,30,10
5,2,0,1,188,11
5,1,0,0,133,12
5,1,1,0,157,13
5,4,1,1,177,14
5,2,1,1,125,15
5,3,1,1,100,16
5,2,1,1,154,17
5,4,0,1,53,18
5,2,1,1,131,19
5,4,1,1,7,20
5,3,1,0,122,21
5,1,1,1,163,22
5,1,0,1,145,23
5,3,1,1,151,24
5,4,1,1,23,25
5,1,1,1,161,26
5,2,1,1,176,27
5,1,1,1,15,28
5,4,1,0,119,29
5,3,1,1,32,30
5,3,1,1,97,31
5,2,0,1,174,32
5,1,0,0,58,33
5,2,0,0,56,34
5,2,1,1,29,35
5,4,1,1,62,36
5,4,1,1,89,37
5,3,0,0,146,38
5,1,0,1,64,39
5,3,0,1,43,40
5,2,0,1,86,41
5,3,0,0,147,42
5,2,1,1,99,43
5,1,1,0,74,44
5,1,1,1,107,45
5,3,0,1,44,46
5,4,1,1,123,47
5,4,0,1,72,48
5,2,1,1,13,49
5,3,0,1,59,50
5,3,1,1,25,51
5,4,0,0,191,52
5,4,1,1,2,53
5,1,0,0,167,54
5,1,1,1,11,55
5,2,1,1,28,56
5,4,1,0,60,57
5,1,0,0,126,58
5,2,1,1,16,59
5,3,0,1,85,60
5,3,1,1,79,61
5,2,0,1,137,62
5,1,1,1,103,63
5,4,1,1,187,64
5,1,0,0,3,65
5,2,1,1,14,66
5,4,1,1,8,67
5,4,0,0,110,68
5,3,1,1,19,69
5,1,0,1,1,70
5,3,1,0,155,71
5,2,0,1,166,72
5,4,1,1,153,73
5,2,1,1,139,74
5,2,1,1,129,75
5,1,0,1,6,76
5,1,1,1,104,77
5,3,0,1,189,78
5,3,0,1,141,79
5,4,1,1,102,80
5,2,1,1,50,81
5,3,0,0,73,82
5,1,1,1,96,83
5,2,0,1,159,84
5,1,1,0,112,85
5,4,1,1,40,86
5,4,0,1,143,87
5,3,0,1,184,88
5,2,1,1,80,89
5,3,1,1,181,90
5,1,1,0,81,91
5,4,0,1,88,92
5,2,1,1,162,93
5,4,1,1,128,94
5,3,1,1,68,95
5,1,1,1,37,96
6,4,1,1,192,1
6,1,0,0,111,2
6,4,1,0,33,3
6,1,0,1,186,4
6,2,1,1,69,5
6,3,0,0,179,6
6,2,0,1,124,7
6,3,1,1,172,8
6,2,1,1,30,9
6,4,1,1,133,10
6,4,1,1,157,11
6,3,0,1,177,12
6,1,0,1,188,13
6,1,1,0,125,14
6,3,1,0,170,15
6,2,1,1,100,16
6,3,1,1,7,17
6,3,0,1,53,18
6,4,1,1,163,19
6,1,1,1,131,20
6,2,1,1,122,21
6,2,0,0,151,22
6,1,0,1,154,23
6,4,1,1,145,24
6,2,1,1,32,25
6,4,1,1,161,26
6,1,0,1,174,27
6,1,0,1,176,28
6,2,1,1,97,29
6,3,1,0,119,30
6,4,1,1,15,31
6,3,1,1,23,32
6,1,0,1,56,33
6,2,1,1,43,34
6,3,1,1,89,35
6,1,0,0,29,36
6,3,0,1,62,37
6,4,0,0,58,38
6,2,1,1,146,39
6,4,0,1,64,40
6,2,0,1,44,41
6,3,1,1,72,42
6,4,1,1,107,43
6,4,1,1,74,44
6,1,1,1,99,45
6,1,0,0,86,46
6,3,1,1,123,47
6,2,0,1,147,48
6,4,1,1,11,49
6,3,0,0,191,50
6,2,0,0,59,51
6,2,1,1,25,52
6,3,0,1,2,53
6,4,0,1,167,54
6,1,1,0,13,55
6,1,0,0,28,56
6,1,0,1,137,57
6,4,0,1,126,58
6,4,1,1,103,59
6,2,0,1,85,60
6,1,1,0,16,61
6,3,1,1,187,62
6,2,1,1,79,63
6,3,1,1,60,64
6,4,0,1,3,65
6,1,0,0,14,66
6,3,0,1,110,67
6,2,0,0,155,68
6,3,1,1,8,69
6,4,1,1,1,70
6,1,0,1,166,71
6,2,1,1,19,72
6,1,1,1,129,73
6,4,1,1,6,74
6,2,0,1,141,75
6,3,0,0,153,76
6,1,0,1,139,77
6,2,1,1,189,78
6,3,0,0,102,79
6,4,0,0,104,80
6,2,0,0,73,81
6,3,0,0,40,82
6,1,0,0,159,83
6,3,0,1,143,84
6,4,1,1,96,85
6,2,0,1,184,86
6,4,1,1,112,87
6,1,0,1,50,88
6,3,0,1,128,89
6,2,1,1,181,90
6,4,1,1,81,91
6,4,1,1,37,92
6,3,0,1,88,93
6,2,1,1,68,94
6,1,0,0,80,95
6,1,0,0,162,96
7,3,1,1,124,1
7,1,1,0,192,2
7,2,0,1,111,3
7,1,1,0,33,4
7,4,1,1,172,5
7,3,1,1,69,6
7,2,1,1,186,7
7,4,1,0,179,8
7,1,0,1,133,9
7,2,1,0,125,10
7,2,1,1,188,11
7,3,1,1,30,12
7,4,1,1,170,13
7,1,0,0,157,14
7,3,1,0,100,15
7,4,0,1,177,16
7,3,1,1,151,17
7,4,0,0,53,18
7,1,0,1,145,19
7,3,1,1,122,20
7,2,1,0,154,21
7,2,1,0,131,22
7,4,1,1,7,23
7,1,0,1,163,24
7,2,1,1,176,25
7,1,1,0,15,26
7,4,1,1,119,27
7,3,1,1,32,28
7,4,1,0,23,29
7,1,0,1,161,30
7,3,1,1,97,31
7,2,0,1,174,32
7,3,0,1,43,33
7,4,1,0,62,34
7,3,0,0,146,35
7,1,0,0,58,36
7,2,0,0,56,37
7,2,1,1,29,38
7,4,1,1,89,39
7,1,0,0,64,40
7,1,0,1,107,41
7,2,0,1,86,42
7,4,1,1,123,43
7,3,0,1,147,44
7,3,0,1,44,45
7,4,1,1,72,46
7,2,1,1,99,47
7,1,1,1,74,48
7,4,1,0,191,49
7,3,1,1,25,50
7,1,0,1,11,51
7,1,0,1,167,52
7,2,0,0,28,53
7,4,1,1,2,54
7,3,1,1,59,55
7,2,0,1,13,56
7,4,1,1,187,57
7,2,0,1,16,58
7,4,0,1,60,59
7,3,0,1,85,60
7,1,0,0,103,61
7,1,0,1,126,62
7,2,0,1,137,63
7,3,1,1,79,64
7,2,0,1,166,65
7,3,0,0,155,66
7,1,0,0,3,67
7,4,0,1,110,68
7,1,0,0,1,69
7,3,0,1,19,70
7,4,1,1,8,71
7,2,0,1,14,72
7,1,1,1,6,73
7,4,1,1,153,74
7,4,1,1,102,75
7,2,1,1,129,76
7,1,1,0,104,77
7,2,0,1,139,78
7,3,0,1,189,79
7,3,1,1,141,80
7,1,0,0,96,81
7,4,1,1,143,82
7,2,1,1,50,83
7,1,1,0,112,84
7,2,0,1,159,85
7,3,0,1,184,86
7,4,0,1,40,87
7,3,0,1,73,88
7,3,1,1,68,89
7,4,1,1,128,90
7,1,1,0,37,91
7,2,0,1,80,92
7,1,1,1,81,93
7,4,0,1,88,94
7,3,1,1,181,95
7,2,0,1,162,96
8,2,0,0,172,1
8,4,0,1,111,2
8,1,1,0,69,3
8,1,1,1,124,4
8,4,1,1,186,5
8,3,0,1,33,6
8,2,1,1,179,7
8,3,1,0,192,8
8,1,1,1,100,9
8,4,1,1,125,10
8,1,1,0,30,11
8,2,1,1,177,12
8,4,1,1,188,13
8,3,0,1,157,14
8,2,1,1,170,15
8,3,1,1,133,16
8,1,1,0,122,17
8,4,1,0,154,18
8,4,1,1,131,19
8,1,1,0,151,20
8,2,1,1,7,21
8,3,0,0,163,22
8,3,0,1,145,23
8,2,0,0,53,24
8,3,0,1,161,25
8,2,1,0,119,26
8,1,1,0,97,27
8,3,1,1,15,28
8,1,1,1,32,29
8,4,1,1,176,30
8,2,1,1,23,31
8,4,0,1,174,32
8,2,1,1,89,33
8,3,0,1,64,34
8,4,1,1,56,35
8,3,1,0,58,36
8,2,1,1,62,37
8,4,1,1,29,38
8,1,0,0,146,39
8,1,0,1,43,40
8,1,0,1,147,41
8,4,0,1,99,42
8,4,0,1,86,43
8,3,1,1,107,44
8,3,1,1,74,45
8,1,0,1,44,46
8,2,0,1,72,47
8,2,1,1,123,48
8,1,1,0,25,49
8,2,0,1,2,50
8,4,1,1,13,51
8,2,0,0,191,52
8,3,1,0,167,53
8,4,1,1,28,54
8,3,0,1,11,55
8,1,1,1,59,56
8,1,1,0,79,57
8,3,0,1,103,58
8,1,0,0,85,59
8,2,0,0,187,60
8,4,1,1,137,61
8,3,0,0,126,62
8,2,1,1,60,63
8,4,1,1,16,64
8,1,0,0,19,65
8,3,0,0,1,66
8,3,0,1,3,67
8,4,1,1,14,68
8,1,0,0,155,69
8,4,0,1,166,70
8,2,0,0,110,71
8,2,0,1,8,72
8,1,1,1,189,73
8,3,1,1,104,74
8,3,0,1,6,75
8,4,1,1,139,76
8,2,0,1,153,77
8,4,1,1,129,78
8,2,0,1,102,79
8,1,0,1,141,80
8,4,1,1,50,81
8,3,1,1,112,82
8,3,1,1,96,83
8,2,0,1,143,84
8,2,0,1,40,85
8,4,0,1,159,86
8,1,0,1,184,87
8,1,0,0,73,88
8,4,0,1,162,89
8,1,0,1,181,90
8,3,1,1,37,91
8,4,1,1,80,92
8,2,0,1,128,93
8,2,1,1,88,94
8,3,1,1,81,95
8,1,1,0,68,96
9,3,0,0,172,1
9,2,1,1,69,2
9,2,1,1,124,3
9,4,1,1,192,4
9,3,1,1,179,5
9,1,0,0,111,6
9,1,0,0,186,7
9,4,1,1,33,8
9,3,1,1,170,9
9,4,0,0,157,10
9,1,0,1,188,11
9,4,0,1,133,12
9,3,1,1,177,13
9,2,0,1,100,14
9,1,0,0,125,15
9,2,1,1,30,16
9,2,1,1,122,17
9,2,1,1,151,18
9,3,0,1,7,19
9,1,0,1,154,20
9,4,0,0,163,21
9,4,0,0,145,22
9,1,1,1,131,23
9,3,0,0,53,24
9,2,1,1,32,25
9,3,0,1,23,26
9,1,1,1,176,27
9,4,1,1,15,28
9,3,1,1,119,29
9,1,0,1,174,30
9,2,1,1,97,31
9,4,1,1,161,32
9,1,0,0,29,33
9,3,1,1,62,34
9,4,0,1,58,35
9,2,0,1,43,36
9,4,0,1,64,37
9,3,0,1,89,38
9,1,0,1,56,39
9,2,0,1,146,40
9,1,0,0,99,41
9,4,1,1,74,42
9,3,1,1,72,43
9,1,0,0,86,44
9,2,1,1,44,45
9,3,0,1,123,46
9,2,0,1,147,47
9,4,1,1,107,48
9,4,1,1,11,49
9,1,1,1,13,50
9,1,0,0,28,51
9,4,0,0,167,52
9,3,1,1,191,53
9,3,1,1,2,54
9,2,0,1,25,55
9,2,0,0,59,56
9,2,1,1,79,57
9,1,1,1,16,58
9,1,0,1,137,59
9,3,0,0,187,60
9,4,0,1,126,61
9,2,1,1,85,62
9,3,1,1,60,63
9,4,0,1,103,64
9,3,0,1,110,65
9,1,0,1,14,66
9,1,0,0,166,67
9,4,0,1,3,68
9,4,1,1,1,69
9,3,0,1,8,70
9,2,0,0,155,71
9,2,0,1,19,72
9,1,0,1,129,73
9,2,0,1,141,74
9,2,0,1,189,75
9,3,0,1,153,76
9,3,1,1,102,77
9,4,1,1,6,78
9,4,1,1,104,79
9,1,0,1,139,80
9,2,0,1,73,81
9,2,0,1,184,82
9,3,0,0,40,83
9,4,0,1,112,84
9,1,1,1,50,85
9,3,1,1,143,86
9,4,1,1,96,87
9,1,0,1,159,88
9,1,0,0,162,89
9,2,1,1,68,90
9,3,0,1,128,91
9,4,1,1,81,92
9,2,0,1,181,93
9,4,1,1,37,94
9,1,0,1,80,95
9,3,0,1,88,96
10,2,1,1,192,1
10,1,0,0,179,2
10,2,0,1,33,3
10,4,1,1,69,4
10,4,1,1,124,5
10,3,0,0,186,6
10,1,0,0,172,7
10,3,0,1,111,8
10,4,1,1,30,9
10,2,1,1,157,10
10,2,0,1,133,11
10,1,0,1,177,12
10,3,0,1,125,13
10,3,1,0,188,14
10,4,0,1,100,15
10,1,1,0,170,16
10,1,1,0,7,17
10,4,1,0,122,18
10,2,0,1,163,19
10,1,0,0,53,20
10,2,0,0,145,21
10,3,0,1,154,22
10,3,0,1,131,23
10,4,1,1,151,24
10,3,1,1,176,25
10,1,0,0,119,26
10,2,0,1,161,27
10,4,1,1,97,28
10,3,0,1,174,29
10,2,0,1,15,30
10,4,1,1,32,31
10,1,0,1,23,32
10,4,1,0,43,33
10,1,1,0,89,34
10,1,0,0,62,35
10,2,0,1,64,36
10,3,1,1,29,37
10,2,0,0,58,38
10,4,0,1,146,39
10,3,0,1,56,40
10,3,0,1,99,41
10,1,1,0,72,42
10,3,0,1,86,43
10,4,0,0,147,44
10,2,1,1,74,45
10,1,0,0,123,46
10,2,0,1,107,47
10,4,1,1,44,48
10,3,0,1,13,49
10,1,0,0,2,50
10,2,0,1,167,51
10,1,1,0,191,52
10,4,0,0,59,53
10,4,1,1,25,54
10,3,0,0,28,55
10,2,0,1,11,56
10,4,0,1,85,57
10,2,0,1,126,58
10,1,0,0,187,59
10,2,0,1,103,60
10,3,1,1,16,61
10,1,0,1,60,62
10,3,0,0,137,63
10,4,1,1,79,64
10,2,0,1,1,65
10,3,0,1,166,66
10,4,1,0,155,67
10,1,0,1,8,68
10,4,0,1,19,69
10,1,0,0,110,70
10,2,0,0,3,71
10,3,0,1,14,72
10,1,0,0,153,73
10,2,1,1,6,74
10,3,0,1,139,75
10,4,0,1,189,76
10,4,0,0,141,77
10,1,0,0,102,78
10,2,1,1,104,79
10,3,0,1,129,80
10,3,0,0,159,81
10,2,1,1,112,82
10,3,0,1,50,83
10,1,0,0,143,84
10,2,1,0,96,85
10,4,1,1,73,86
10,4,1,1,184,87
10,1,0,1,40,88
10,2,1,1,37,89
10,3,0,0,162,90
10,1,0,1,128,91
10,2,0,1,81,92
10,4,1,1,181,93
10,4,1,1,68,94
10,1,1,1,88,95
10,3,0,0,80,96
11,2,0,1,179,1
11,1,0,1,124,2
11,2,1,0,172,3
11,4,1,1,186,4
11,3,1,1,192,5
11,1,1,1,69,6
11,3,0,1,33,7
11,4,0,1,111,8
11,1,1,1,30,9
11,1,0,1,100,10
11,4,1,1,188,11
11,3,0,1,133,12
11,2,0,0,170,13
11,4,1,1,125,14
11,2,1,1,177,15
11,3,1,1,157,16
11,2,1,1,7,17
11,4,1,1,154,18
11,1,1,0,122,19
11,3,0,1,163,20
11,2,0,0,53,21
11,3,1,1,145,22
11,1,0,1,151,23
11,4,1,1,131,24
11,1,1,1,97,25
11,2,0,1,119,26
11,4,0,1,174,27
11,4,1,1,176,28
11,3,1,1,15,29
11,2,1,1,23,30
11,3,1,1,161,31
11,1,1,1,32,32
11,3,0,1,64,33
11,3,0,0,58,34
11,4,1,1,29,35
11,1,0,1,43,36
11,1,1,1,146,37
11,2,1,1,89,38
11,4,0,1,56,39
11,2,1,1,62,40
11,4,0,1,86,41
11,1,1,1,44,42
11,3,1,1,107,43
11,1,0,1,147,44
11,2,0,1,72,45
11,4,1,1,99,46
11,3,1,1,74,47
11,2,0,1,123,48
11,2,1,1,191,49
11,3,1,1,167,50
11,1,1,0,25,51
11,2,0,0,2,52
11,4,1,1,13,53
11,4,1,0,28,54
11,3,1,1,11,55
11,1,0,1,59,56
11,4,1,1,16,57
11,3,1,1,103,58
11,2,1,1,187,59
11,1,1,0,79,60
11,1,0,0,85,61
11,2,1,1,60,62
11,4,1,1,137,63
11,3,0,1,126,64
11,2,0,1,8,65
11,3,1,1,1,66
11,4,1,1,166,67
11,3,0,1,3,68
11,4,1,1,14,69
11,2,0,0,110,70
11,1,0,1,155,71
11,1,1,1,19,72
11,1,0,0,189,73
11,4,1,1,129,74
11,1,0,0,141,75
11,3,0,0,6,76
11,3,1,1,104,77
11,4,1,1,139,78
11,2,1,1,102,79
11,2,0,0,153,80
11,3,1,1,112,81
11,1,0,1,73,82
11,3,1,1,96,83
11,2,1,1,143,84
11,2,0,0,40,85
11,4,1,1,50,86
11,4,0,1,159,87
11,1,0,1,184,88
11,1,0,1,181,89
11,3,1,1,37,90
11,2,1,1,88,91
11,1,1,1,68,92
11,3,1,1,81,93
11,4,0,1,162,94
11,4,1,1,80,95
11,2,0,0,128,96
12,4,1,1,33,1
12,2,1,1,69,2
12,3,1,0,179,3
12,2,1,1,124,4
12,3,1,1,172,5
12,4,1,1,192,6
12,1,1,0,186,7
12,1,0,1,111,8
12,4,1,1,133,9
12,2,1,1,100,10
12,1,0,0,125,11
12,4,1,1,157,12
12,3,0,0,177,13
12,2,1,1,30,14
12,1,1,1,188,15
12,3,1,1,170,16
12,1,1,0,131,17
12,2,1,1,151,18
12,4,0,1,145,19
12,1,0,0,154,20
12,3,1,1,7,21
12,2,1,0,122,22
12,4,1,1,163,23
12,3,0,1,53,24
12,4,1,1,161,25
12,1,1,1,176,26
12,2,1,1,32,27
12,2,1,1,97,28
12,3,0,1,23,29
12,3,0,1,119,30
12,1,0,1,174,31
12,4,1,1,15,32
12,4,1,1,58,33
12,1,1,0,29,34
12,4,1,1,64,35
12,2,0,1,43,36
12,1,0,1,56,37
12,2,0,1,146,38
12,3,1,1,89,39
12,3,1,1,62,40
12,1,1,1,99,41
12,2,0,1,44,42
12,3,1,1,72,43
12,4,1,1,74,44
12,1,0,1,86,45
12,3,0,1,123,46
12,4,1,1,107,47
12,2,0,1,147,48
12,4,1,1,11,49
12,4,1,1,167,50
12,2,0,0,59,51
12,2,1,1,25,52
12,1,0,0,28,53
12,3,0,0,2,54
12,1,0,0,13,55
12,3,1,1,191,56
12,1,0,1,137,57
12,1,1,0,16,58
12,2,1,1,79,59
12,3,0,0,187,60
12,2,0,1,85,61
12,3,0,1,60,62
12,4,1,1,103,63
12,4,0,1,126,64
12,1,0,1,14,65
12,4,1,1,1,66
12,3,0,1,8,67
12,3,0,1,110,68
12,1,0,1,166,69
12,2,0,1,19,70
12,4,1,1,3,71
12,2,1,0,155,72
12,3,0,0,102,73
12,2,0,0,141,74
12,4,1,1,104,75
12,2,1,1,189,76
12,1,1,0,129,77
12,4,1,1,6,78
12,1,0,1,139,79
12,3,1,1,153,80
12,3,0,0,40,81
12,4,1,1,96,82
12,1,0,0,159,83
12,3,1,1,143,84
12,4,1,1,112,85
12,2,0,1,73,86
12,1,1,1,50,87
12,2,0,1,184,88
12,3,1,1,88,89
12,3,0,1,128,90
12,4,1,1,37,91
12,2,1,1,68,92
12,2,0,1,181,93
12,4,1,1,81,94
12,1,0,0,80,95
12,1,0,0,162,96
13,1,0,1,33,1
13,2,0,1,186,2
13,2,1,1,111,3
13,1,1,1,192,4
13,3,1,0,69,5
13,4,0,0,172,6
13,3,0,0,124,7
13,4,0,0,179,8
13,2,0,0,188,9
13,2,1,1,125,10
13,1,1,1,133,11
