subject,condition,studyResp,named,afc,whichItem,trial
5,2,2,1,1,57,4
5,3,2,0,1,26,5
5,1,99999,1,1,17,6
5,3,3,0,1,133,7
5,4,3,0,1,73,8
5,4,3,1,1,69,9
5,2,3,1,1,74,10
5,1,99999,0,1,108,11
5,1,99999,0,1,147,12
5,3,2,0,1,175,13
5,1,99999,1,1,188,14
5,4,3,0,1,154,15
5,3,2,1,1,195,16
5,4,3,1,1,199,17
5,1,99999,0,1,11,18
5,2,3,1,1,114,19
5,2,3,1,1,179,20
5,2,3,1,1,121,21
5,2,3,0,0,159,22
5,2,0,1,1,48,23
5,2,3,1,0,101,24
5,3,1,0,0,66,25
5,4,3,1,1,98,26
5,4,2,0,1,165,27
5,2,3,0,1,173,28
5,1,99999,1,1,59,29
5,1,99999,1,1,161,30
5,3,2,0,0,168,31
5,4,3,1,1,92,32
5,3,0,0,1,166,33
5,3,2,0,1,2,34
5,1,99999,1,1,14,35
5,4,2,0,0,155,36
5,2,3,1,1,96,37
5,3,0,1,1,187,38
5,2,3,0,1,47,39
5,4,2,0,1,193,40
5,3,0,1,1,15,41
5,2,3,1,1,84,42
5,2,3,0,1,53,43
5,2,3,0,1,99,44
5,4,3,1,1,164,45
5,4,3,1,1,25,46
5,4,2,0,1,46,47
5,1,99999,0,1,119,48
5,2,3,0,1,174,49
5,1,99999,0,0,110,50
5,3,3,0,0,58,51
5,2,3,0,1,120,52
5,3,2,1,1,31,53
5,1,99999,1,1,61,54
5,2,3,1,1,44,55
5,4,2,1,1,189,56
5,2,3,0,1,22,57
5,2,3,1,1,116,58
5,3,1,0,0,62,59
5,2,3,1,1,79,60
5,3,0,1,1,144,61
5,2,3,1,1,127,62
5,2,3,0,1,42,63
5,4,3,1,1,148,64
5,2,3,0,1,38,65
5,2,3,1,1,63,66
5,2,3,0,0,100,67
5,1,99999,0,1,169,68
5,2,3,0,0,33,69
5,1,99999,1,1,55,70
5,3,2,1,1,43,71
5,1,99999,0,0,39,72
5,3,2,1,1,150,73
5,3,3,0,1,24,74
5,2,3,1,1,137,75
5,4,3,0,0,140,76
5,4,3,0,0,128,77
5,1,99999,0,1,41,78
5,1,99999,0,1,88,79
5,4,3,1,1,112,80
5,2,3,0,0,190,81
5,1,99999,1,1,192,82
5,1,99999,0,1,34,83
5,3,3,1,1,12,84
5,2,3,0,1,106,85
5,1,99999,1,1,151,86
5,4,3,0,0,115,87
5,1,99999,0,1,184,88
5,1,99999,1,1,157,89
5,3,0,0,1,105,90
5,4,2,0,1,80,91
5,4,3,1,1,90,92
5,4,1,0,1,4,93
5,2,3,0,1,152,94
5,3,1,0,1,185,95
5,2,3,0,1,86,96
5,1,99999,1,1,30,97
5,3,2,0,0,134,98
5,1,99999,0,1,76,99
5,3,2,0,0,132,100
5,2,3,1,1,124,101
5,1,99999,0,1,163,102
5,3,1,0,1,51,103
5,4,3,1,1,109,104
5,1,99999,1,1,78,105
5,3,2,1,1,13,106
5,3,1,0,1,160,107
5,3,1,0,1,182,108
5,3,1,0,1,72,109
5,3,1,1,1,181,110
5,1,99999,1,1,117,111
5,4,3,0,1,136,112
5,1,99999,0,0,1,113
5,2,3,0,1,52,114
5,4,3,0,1,71,115
5,4,2,0,1,158,116
5,4,3,0,0,200,117
5,1,99999,1,1,97,118
5,2,3,1,1,95,119
5,4,3,0,1,178,120
5,2,3,0,1,123,121
5,1,99999,0,1,91,122
5,3,1,0,1,83,123
5,2,3,1,1,191,124
5,4,3,1,1,122,125
5,2,3,0,1,64,126
5,1,99999,1,1,65,127
5,1,99999,1,1,29,128
5,4,2,1,1,19,129
5,3,1,0,1,142,130
5,1,99999,1,1,60,131
5,3,1,0,1,82,132
5,4,3,1,1,89,133
5,1,99999,0,1,3,134
5,1,99999,0,1,36,135
5,3,1,1,1,149,136
5,4,3,0,1,28,137
5,3,0,1,1,8,138
5,2,3,1,1,138,139
5,3,1,1,1,194,140
5,2,3,1,1,162,141
5,3,1,1,1,167,142
5,2,3,0,1,9,143
5,1,99999,0,0,170,144
5,4,3,0,1,85,145
5,1,99999,1,1,172,146
5,3,1,1,1,16,147
5,3,0,0,1,153,148
5,2,3,1,1,45,149
5,4,2,0,0,40,150
5,1,99999,1,1,176,151
5,1,99999,0,1,75,152
5,4,2,0,1,130,153
5,1,99999,0,1,18,154
5,3,2,1,1,196,155
5,2,3,0,1,180,156
5,3,2,0,1,139,157
5,3,3,1,1,35,158
5,2,3,1,1,126,159
5,4,2,1,1,177,160
5,4,3,0,1,103,161
5,1,99999,1,1,5,162
5,4,3,1,1,102,163
5,4,3,1,1,37,164
5,3,1,0,1,54,165
5,4,3,1,1,125,166
5,3,0,0,0,70,167
5,4,2,0,1,21,168
5,3,2,1,1,23,169
5,1,99999,1,1,198,170
5,3,2,0,0,183,171
5,3,2,1,1,118,172
5,4,2,1,0,146,173
5,1,99999,0,1,6,174
5,1,99999,0,0,113,175
5,3,2,0,0,145,176
5,4,3,1,1,186,177
